iter	Passed	Remaining
538	1180	9771
539	1183	9777
540	1186	9775
541	1189	9780
542	1191	9778
543	1193	9777
544	1196	9778
545	1198	9776
546	1200	9775
547	1203	9774
548	1205	9772
549	1207	9770
550	1209	9768
551	1211	9765
552	1214	9765
553	1216	9762
554	1219	9766
555	1223	9776
556	1225	9776
557	1227	9773
558	1230	9775
559	1232	9772
560	1235	9778
561	1238	9777
562	1240	9773
563	1242	9769
564	1243	9764
565	1245	9760
566	1248	9759
567	1250	9754
568	1252	9750
569	1254	9748
570	1256	9745
571	1259	9746
572	1261	9749
573	1264	9746
574	1266	9744
575	1268	9743
576	1270	9740
577	1273	9739
578	1275	9738
579	1277	9734
580	1279	9732
581	1281	9727
582	1283	9725
583	1285	9721
584	1287	9716
585	1289	9712
586	1291	9708
587	1293	9707
588	1295	9705
589	1298	9703
590	1300	9699
591	1302	9695
592	1304	9696
593	1306	9692
594	1308	9688
595	1311	9689
596	1314	9692
597	1316	9688
598	1318	9684
599	1321	9689
600	1323	9690
601	1326	9692
602	1329	9691
603	1331	9688
604	1334	9691
605	1336	9688
606	1338	9688
607	1340	9685
608	1343	9684
609	1345	9686
610	1347	9682
611	1350	9681
612	1352	9680
613	1355	9680
614	1357	9682
615	1360	9682
616	1363	9685
617	1365	9683
618	1367	9678
619	1370	9678
620	1371	9674
621	1374	9675
622	1376	9672
623	1378	9669
624	1380	9666
625	1382	9661
626	1384	9658
627	1386	9654
628	1388	9650
629	1390	9647
630	1392	9643
631	1395	9643
632	1398	9645
633	1400	9645
634	1403	9645
635	1405	9643
636	1407	9640
637	1410	9640
638	1411	9636
639	1414	9633
640	1416	9634
641	1419	9634
642	1421	9631
643	1423	9628
644	1427	9635
645	1429	9636
646	1431	9633
647	1434	9632
648	1436	9633
649	1438	9628
650	1440	9624
651	1443	9627
652	1445	9624
653	1447	9620
654	1449	9617
655	1451	9613
656	1453	9611
657	1455	9607
658	1457	9603
659	1459	9600
660	1462	9600
661	1464	9597
662	1467	9598
663	1470	9600
664	1472	9601
665	1475	9600
666	1478	9602
667	1481	9606
668	1483	9602
669	1486	9604
670	1489	9607
671	1491	9607
672	1494	9608
673	1496	9607
674	1499	9605
675	1501	9603
676	1504	9606
677	1506	9604
678	1509	9608
679	1512	9610
680	1515	9608
681	1517	9605
682	1519	9601
683	1521	9601
684	1523	9598
685	1525	9595
686	1528	9593
687	1530	9590
688	1532	9587
689	1534	9583
690	1536	9582
691	1538	9578
692	1540	9574
693	1542	9572
694	1544	9569
695	1546	9565
696	1549	9563
697	1552	9566
698	1555	9568
699	1557	9568
700	1560	9568
701	1563	9572
702	1565	9570
703	1568	9569
704	1570	9565
705	1571	9561
706	1574	9557
707	1576	9556
708	1578	9555
709	1580	9551
710	1582	9549
711	1585	9546
712	1587	9542
713	1589	9543
714	1592	9544
715	1595	9546
716	1598	9547
717	1602	9554
718	1605	9559
719	1608	9561
720	1610	9557
721	1612	9554
722	1615	9554
723	1617	9553
724	1619	9550
725	1621	9547
726	1623	9543
727	1625	9539
728	1627	9535
729	1629	9531
730	1631	9528
731	1634	9530
732	1636	9526
733	1638	9525
734	1640	9521
735	1643	9518
736	1645	9516
737	1647	9512
738	1649	9510
739	1651	9505
740	1653	9501
741	1655	9497
742	1656	9493
743	1658	9490
744	1660	9486
745	1663	9485
746	1666	9487
747	1668	9483
748	1670	9480
749	1672	9478
750	1674	9475
751	1676	9471
752	1678	9467
753	1680	9463
754	1682	9460
755	1685	9459
756	1687	9456
757	1689	9457
758	1692	9457
759	1695	9460
760	1698	9461
761	1700	9459
762	1704	9462
763	1706	9460
764	1708	9459
765	1710	9456
766	1713	9454
767	1715	9455
768	1718	9455
769	1720	9452
770	1723	9451
771	1725	9448
772	1727	9445
773	1729	9442
774	1731	9439
775	1733	9437
776	1736	9437
777	1738	9433
778	1741	9435
779	1743	9431
780	1745	9429
781	1747	9428
782	1750	9425
783	1752	9424
784	1754	9420
785	1757	9422
786	1760	9422
787	1763	9424
788	1764	9420
789	1766	9416
790	1769	9413
791	1771	9409
792	1773	9407
793	1775	9407
794	1778	9405
795	1781	9408
796	1784	9409
797	1786	9408
798	1788	9405
799	1792	9408
800	1794	9408
801	1797	9406
802	1800	9410
803	1802	9409
804	1805	9409
805	1808	9409
806	1811	9410
807	1814	9413
808	1816	9410
809	1818	9406
810	1820	9403
811	1822	9400
812	1824	9397
813	1827	9397
814	1829	9396
815	1832	9396
816	1835	9398
817	1838	9398
818	1840	9396
819	1842	9393
820	1844	9388
821	1846	9386
822	1849	9388
823	1851	9385
824	1853	9381
825	1856	9381
826	1859	9381
827	1861	9381
828	1864	9382
829	1867	9383
830	1870	9381
831	1873	9383
832	1875	9381
833	1877	9377
834	1879	9374
835	1881	9371
836	1883	9369
837	1885	9366
838	1888	9365
839	1890	9361
840	1892	9358
841	1894	9355
842	1896	9353
843	1899	9351
844	1901	9350
845	1903	9347
846	1905	9344
847	1908	9345
848	1910	9341
849	1913	9341
850	1915	9340
851	1918	9341
852	1921	9340
853	1923	9339
854	1927	9342
855	1929	9342
856	1932	9341
857	1934	9338
858	1936	9337
859	1939	9338
860	1943	9344
861	1946	9342
862	1949	9345
863	1951	9342
864	1954	9344
865	1957	9345
866	1960	9344
867	1963	9345
868	1966	9348
869	1968	9346
870	1972	9348
871	1974	9348
872	1976	9344
873	1979	9346
874	1982	9347
875	1985	9346
876	1987	9346
877	1991	9347
878	1993	9346
879	1997	9354
880	2000	9351
881	2002	9351
882	2005	9352
883	2008	9352
884	2011	9352
885	2014	9353
886	2017	9354
887	2020	9357
888	2023	9358
889	2026	9358
890	2029	9360
891	2032	9361
892	2035	9359
893	2037	9358
894	2040	9356
895	2042	9354
896	2045	9354
897	2047	9353
898	2050	9352
899	2053	9352
900	2055	9353
901	2057	9348
902	2060	9349
903	2063	9348
904	2065	9346
905	2067	9342
906	2070	9342
907	2072	9340
908	2074	9337
909	2077	9337
910	2080	9337
911	2082	9333
912	2084	9333
913	2088	9334
914	2090	9333
915	2092	9329
916	2096	9334
917	2098	9331
918	2101	9330
919	2104	9334
920	2107	9334
921	2110	9334
922	2113	9336
923	2116	9338
924	2119	9336
925	2122	9336
926	2124	9334
927	2128	9338
928	2131	9338
929	2133	9336
930	2137	9343
931	2140	9344
932	2143	9344
933	2147	9348
934	2149	9346
935	2152	9344
936	2154	9342
937	2156	9339
938	2160	9342
939	2162	9341
940	2165	9338
941	2167	9338
942	2170	9337
943	2172	9335
944	2176	9339
945	2180	9345
946	2183	9344
947	2187	9348
948	2189	9345
949	2191	9343
950	2193	9339
951	2195	9336
952	2198	9334
953	2200	9334
954	2203	9335
955	2206	9334
956	2209	9332
957	2212	9335
958	2215	9334
959	2219	9338
960	2221	9338
961	2224	9336
962	2227	9337
963	2230	9336
964	2232	9335
965	2236	9339
966	2239	9338
967	2241	9336
968	2244	9335
969	2246	9332
970	2249	9332
971	2251	9330
972	2254	9329
973	2256	9326
974	2258	9324
975	2261	9324
976	2264	9322
977	2267	9323
978	2269	9322
979	2272	9319
980	2275	9320
981	2278	9322
982	2281	9323
983	2285	9325
984	2288	9328
985	2291	9328
986	2294	9328
987	2296	9327
988	2301	9332
989	2303	9331
990	2306	9329
991	2309	9330
992	2311	9328
993	2315	9330
994	2318	9331
995	2320	9329
996	2323	9330
997	2326	9330
998	2330	9334
999	2333	9334
1000	2336	9333
1001	2339	9335
1002	2342	9334
1003	2345	9335
1004	2348	9334
1005	2350	9332
1006	2352	9329
1007	2355	9329
1008	2359	9331
1009	2361	9330
1010	2365	9333
1011	2368	9332
1012	2370	9330
1013	2373	9330
1014	2376	9329
1015	2378	9325
1016	2381	9327
1017	2384	9327
1018	2387	9326
1019	2389	9325
1020	2392	9325
1021	2395	9322
1022	2397	9319
1023	2400	9319
1024	2402	9318
1025	2405	9318
1026	2408	9317
1027	2411	9319
1028	2414	9317
1029	2416	9314
1030	2418	9312
1031	2420	9308
1032	2423	9307
1033	2426	9306
1034	2429	9305
1035	2431	9303
1036	2435	9306
1037	2438	9306
1038	2441	9306
1039	2444	9306
1040	2446	9304
1041	2449	9303
1042	2451	9301
1043	2454	9301
1044	2457	9299
1045	2458	9294
1046	2461	9294
1047	2464	9293
1048	2467	9292
1049	2469	9290
1050	2472	9288
1051	2474	9285
1052	2476	9283
1053	2478	9280
1054	2481	9280
1055	2485	9282
1056	2487	9280
1057	2490	9278
1058	2492	9276
1059	2495	9276
1060	2499	9277
1061	2501	9275
1062	2503	9271
1063	2506	9271
1064	2508	9270
1065	2511	9269
1066	2514	9268
1067	2517	9266
1068	2520	9266
1069	2522	9263
1070	2525	9264
1071	2528	9264
1072	2531	9264
1073	2533	9261
1074	2536	9260
1075	2538	9258
1076	2541	9256
1077	2543	9253
1078	2547	9257
1079	2550	9256
1080	2552	9252
1081	2554	9249
1082	2556	9246
1083	2558	9243
1084	2561	9241
1085	2563	9238
1086	2565	9235
1087	2568	9236
1088	2571	9235
1089	2574	9234
1090	2577	9234
1091	2579	9232
1092	2582	9231
1093	2585	9232
1094	2588	9231
1095	2591	9230
1096	2593	9226
1097	2595	9225
1098	2599	9225
1099	2601	9223
1100	2603	9219
1101	2606	9219
1102	2608	9216
1103	2610	9214
1104	2613	9212
1105	2616	9211
1106	2618	9209
1107	2621	9208
1108	2623	9205
1109	2625	9202
1110	2627	9198
1111	2629	9195
1112	2632	9194
1113	2635	9192
1114	2637	9190
1115	2640	9188
1116	2642	9187
1117	2644	9183
1118	2647	9182
1119	2649	9180
1120	2653	9180
1121	2655	9177
1122	2658	9177
1123	2661	9178
1124	2663	9175
1125	2665	9172
1126	2668	9169
1127	2670	9166
1128	2672	9162
1129	2674	9160
1130	2677	9160
1131	2681	9161
1132	2684	9160
1133	2686	9160
1134	2689	9157
1135	2692	9156
1136	2694	9155
1137	2697	9153
1138	2699	9150
1139	2702	9149
1140	2704	9147
1141	2707	9147
1142	2709	9144
1143	2712	9142
1144	2714	9139
1145	2717	9137
1146	2719	9135
1147	2721	9132
1148	2723	9129
1149	2726	9127
1150	2729	9126
1151	2732	9127
1152	2734	9123
1153	2737	9124
1154	2740	9123
1155	2742	9120
1156	2744	9117
1157	2747	9114
1158	2750	9114
1159	2752	9112
1160	2755	9110
1161	2757	9106
1162	2759	9103
1163	2762	9102
1164	2764	9099
1165	2766	9097
1166	2769	9095
1167	2771	9094
1168	2775	9095
1169	2778	9094
1170	2780	9093
1171	2783	9092
1172	2786	9089
1173	2788	9087
1174	2791	9086
1175	2793	9083
1176	2795	9081
1177	2798	9080
1178	2801	9080
1179	2803	9077
1180	2807	9078
1181	2810	9077
1182	2812	9074
1183	2814	9071
1184	2817	9070
1185	2819	9068
1186	2822	9067
1187	2825	9065
1188	2827	9063
1189	2830	9063
1190	2833	9062
1191	2836	9060
1192	2839	9059
1193	2841	9057
1194	2844	9055
1195	2846	9054
1196	2849	9052
1197	2852	9052
1198	2854	9049
1199	2857	9049
1200	2859	9046
1201	2862	9045
1202	2866	9046
1203	2868	9045
1204	2871	9043
1205	2874	9041
1206	2876	9039
1207	2879	9038
1208	2881	9035
1209	2884	9034
1210	2886	9032
1211	2889	9030
1212	2892	9028
1213	2894	9026
1214	2896	9024
1215	2900	9027
1216	2903	9024
1217	2906	9024
1218	2908	9020
1219	2910	9018
1220	2913	9015
1221	2915	9013
1222	2919	9015
1223	2921	9013
1224	2924	9012
1225	2926	9010
1226	2930	9009
1227	2933	9011
1228	2936	9010
1229	2939	9009
1230	2941	9007
1231	2944	9005
1232	2946	9003
1233	2949	9001
1234	2952	9000
1235	2954	8997
1236	2958	8998
1237	2960	8997
1238	2964	8997
1239	2967	8999
1240	2971	8999
1241	2973	8998
1242	2976	8997
1243	2980	8999
1244	2987	9011
1245	2996	9029
1246	3003	9038
1247	3008	9044
1248	3011	9044
1249	3014	9044
1250	3018	9046
1251	3021	9043
1252	3023	9042
1253	3026	9039
1254	3029	9039
1255	3031	9037
1256	3035	9038
1257	3038	9038
1258	3041	9038
1259	3045	9038
1260	3048	9038
1261	3052	9041
1262	3055	9039
1263	3058	9038
1264	3060	9037
1265	3064	9038
1266	3066	9036
1267	3068	9032
1268	3072	9033
1269	3074	9030
1270	3077	9030
1271	3080	9028
1272	3082	9025
1273	3085	9024
1274	3089	9025
1275	3092	9024
1276	3094	9022
1277	3098	9023
1278	3101	9022
1279	3104	9023
1280	3107	9021
1281	3109	9018
1282	3111	9014
1283	3115	9017
1284	3118	9016
1285	3121	9015
1286	3124	9014
1287	3127	9012
1288	3130	9012
1289	3133	9011
1290	3137	9013
1291	3139	9011
1292	3142	9010
1293	3145	9007
1294	3147	9005
1295	3150	9005
1296	3154	9005
1297	3156	9003
1298	3158	9000
1299	3161	8996
1300	3163	8993
1301	3165	8991
1302	3168	8991
1303	3171	8990
1304	3174	8987
1305	3176	8985
1306	3179	8984
1307	3182	8983
1308	3185	8982
1309	3188	8981
1310	3190	8979
1311	3193	8977
1312	3196	8975
1313	3199	8973
1314	3201	8971
1315	3205	8972
1316	3208	8972
1317	3211	8971
1318	3214	8971
1319	3217	8970
1320	3221	8971
1321	3223	8968
1322	3226	8966
1323	3228	8964
1324	3231	8963
1325	3234	8962
1326	3238	8965
1327	3241	8964
1328	3244	8962
1329	3247	8960
1330	3250	8960
1331	3253	8959
1332	3256	8959
1333	3259	8957
1334	3262	8957
1335	3265	8955
1336	3268	8955
1337	3270	8951
1338	3273	8949
1339	3276	8948
1340	3279	8947
1341	3282	8946
1342	3285	8945
1343	3287	8943
1344	3290	8941
1345	3293	8939
1346	3295	8936
1347	3297	8933
1348	3300	8932
1349	3304	8935
1350	3307	8934
1351	3310	8931
1352	3313	8930
1353	3316	8930
1354	3320	8931
1355	3323	8930
1356	3325	8927
1357	3328	8925
1358	3330	8923
1359	3333	8921
1360	3336	8920
1361	3339	8919
1362	3341	8916
1363	3345	8916
1364	3347	8914
1365	3350	8912
1366	3352	8909
1367	3354	8906
1368	3357	8904
1369	3359	8901
1370	3361	8899
1371	3364	8895
1372	3367	8894
1373	3369	8892
1374	3371	8888
1375	3373	8885
1376	3376	8882
1377	3378	8880
1378	3380	8877
1379	3382	8873
1380	3385	8872
1381	3387	8869
1382	3391	8869
1383	3393	8867
1384	3396	8866
1385	3399	8864
1386	3402	8863
1387	3405	8862
1388	3408	8860
1389	3410	8857
1390	3412	8853
1391	3416	8854
1392	3418	8851
1393	3420	8849
1394	3423	8846
1395	3426	8844
1396	3429	8845
1397	3433	8845
1398	3435	8844
1399	3437	8840
1400	3441	8840
1401	3444	8839
1402	3446	8836
1403	3449	8835
1404	3452	8833
1405	3455	8832
1406	3457	8830
1407	3461	8830
1408	3464	8828
1409	3466	8826
1410	3469	8824
1411	3471	8822
1412	3475	8823
1413	3478	8822
1414	3481	8820
1415	3483	8817
1416	3486	8815
1417	3488	8811
1418	3490	8809
1419	3492	8805
1420	3495	8804
1421	3498	8802
1422	3502	8803
1423	3505	8802
1424	3508	8801
1425	3510	8798
1426	3513	8797
1427	3516	8796
1428	3518	8792
1429	3520	8789
1430	3523	8788
1431	3526	8786
1432	3528	8783
1433	3530	8779
1434	3533	8777
1435	3535	8775
1436	3538	8774
1437	3541	8773
1438	3544	8771
1439	3548	8772
1440	3550	8769
1441	3553	8766
1442	3555	8763
1443	3558	8763
1444	3561	8761
1445	3564	8760
1446	3566	8758
1447	3570	8757
1448	3573	8758
1449	3577	8757
1450	3581	8759
1451	3584	8758
1452	3586	8755
1453	3590	8755
1454	3593	8754
1455	3595	8751
1456	3598	8751
1457	3601	8749
1458	3604	8748
1459	3607	8746
1460	3609	8744
1461	3613	8743
1462	3615	8740
1463	3618	8738
1464	3621	8737
1465	3623	8735
1466	3626	8734
1467	3629	8731
1468	3631	8729
1469	3634	8728
1470	3636	8724
1471	3639	8722
1472	3641	8719
1473	3644	8718
1474	3648	8718
1475	3651	8717
1476	3655	8718
1477	3657	8715
1478	3660	8714
1479	3662	8711
1480	3666	8713
1481	3670	8714
1482	3674	8714
1483	3677	8712
1484	3681	8713
1485	3683	8711
1486	3686	8709
1487	3689	8707
1488	3691	8705
1489	3694	8702
1490	3697	8702
1491	3700	8700
1492	3703	8698
1493	3706	8699
1494	3708	8695
1495	3711	8693
1496	3714	8690
1497	3716	8688
1498	3721	8690
1499	3724	8690
1500	3727	8689
1501	3730	8688
1502	3733	8687
1503	3736	8685
1504	3740	8685
1505	3742	8682
1506	3744	8680
1507	3748	8680
1508	3750	8676
1509	3754	8677
1510	3757	8675
1511	3759	8673
1512	3762	8672
1513	3765	8670
1514	3767	8667
1515	3770	8664
1516	3773	8663
1517	3775	8661
1518	3778	8659
1519	3781	8657
1520	3783	8654
1521	3787	8654
1522	3790	8653
1523	3793	8651
1524	3797	8652
1525	3800	8652
1526	3804	8652
1527	3806	8648
1528	3809	8647
1529	3812	8647
1530	3815	8644
1531	3818	8644
1532	3820	8641
1533	3823	8638
1534	3825	8635
1535	3828	8633
1536	3831	8632
1537	3834	8631
1538	3838	8631
1539	3840	8628
1540	3843	8626
1541	3846	8624
1542	3849	8624
1543	3852	8623
1544	3855	8621
1545	3858	8620
1546	3861	8618
1547	3863	8616
1548	3866	8614
1549	3869	8612
1550	3872	8612
1551	3875	8610
1552	3879	8611
1553	3882	8609
1554	3885	8608
1555	3888	8606
1556	3891	8604
1557	3895	8605
1558	3897	8603
1559	3900	8601
1560	3903	8599
1561	3906	8599
1562	3909	8597
1563	3913	8597
1564	3916	8596
1565	3919	8595
1566	3922	8592
1567	3925	8592
1568	3928	8590
1569	3931	8589
1570	3934	8587
1571	3938	8587
1572	3940	8585
1573	3943	8583
1574	3946	8582
1575	3949	8580
1576	3952	8579
1577	3955	8578
1578	3960	8581
1579	3962	8578
1580	3965	8575
1581	3967	8572
1582	3971	8573
1583	3974	8572
1584	3978	8570
1585	3981	8569
1586	3983	8567
1587	3986	8566
1588	3990	8565
1589	3993	8564
1590	3997	8565
1591	4000	8564
1592	4003	8562
1593	4006	8561
1594	4010	8561
1595	4012	8558
1596	4015	8557
1597	4018	8555
1598	4021	8554
1599	4024	8552
1600	4027	8551
1601	4030	8549
1602	4032	8546
1603	4035	8544
1604	4039	8543
1605	4041	8541
1606	4045	8540
1607	4048	8539
1608	4051	8538
1609	4054	8536
1610	4057	8535
1611	4059	8532
1612	4062	8530
1613	4065	8529
1614	4068	8527
1615	4071	8524
1616	4073	8522
1617	4076	8521
1618	4079	8520
1619	4082	8518
1620	4086	8517
1621	4088	8515
1622	4091	8512
1623	4094	8511
1624	4097	8509
1625	4099	8506
1626	4103	8506
1627	4105	8504
1628	4108	8502
1629	4112	8502
1630	4114	8499
1631	4117	8497
1632	4119	8494
1633	4123	8493
1634	4125	8490
1635	4128	8488
1636	4130	8485
1637	4132	8482
1638	4135	8480
1639	4138	8479
1640	4140	8476
1641	4144	8475
1642	4147	8473
1643	4149	8471
1644	4152	8468
1645	4155	8467
1646	4158	8466
1647	4160	8463
1648	4164	8462
1649	4167	8460
1650	4170	8459
1651	4173	8458
1652	4176	8457
1653	4179	8455
1654	4182	8453
1655	4185	8451
1656	4188	8449
1657	4190	8447
1658	4193	8446
1659	4197	8446
1660	4200	8444
1661	4203	8442
1662	4205	8439
1663	4209	8438
1664	4211	8434
1665	4213	8432
1666	4216	8429
1667	4219	8429
1668	4222	8427
1669	4225	8426
1670	4228	8424
1671	4232	8423
1672	4234	8420
1673	4236	8416
1674	4238	8414
1675	4241	8412
1676	4244	8410
1677	4247	8409
1678	4250	8407
1679	4254	8406
1680	4256	8403
1681	4258	8401
1682	4261	8399
1683	4264	8397
1684	4267	8395
1685	4270	8393
1686	4272	8391
1687	4275	8388
1688	4278	8386
1689	4280	8384
1690	4283	8381
1691	4285	8378
1692	4288	8377
1693	4291	8374
1694	4293	8372
1695	4297	8372
1696	4300	8369
1697	4302	8366
1698	4306	8366
1699	4309	8365
1700	4312	8363
1701	4314	8361
1702	4317	8358
1703	4320	8356
1704	4322	8354
1705	4325	8351
1706	4328	8349
1707	4331	8348
1708	4334	8346
1709	4337	8346
1710	4340	8343
1711	4342	8340
1712	4346	8339
1713	4349	8338
1714	4353	8338
1715	4356	8336
1716	4358	8333
