iter	Passed	Remaining
1717	4361	8332
1718	4365	8331
1719	4368	8329
1720	4371	8328
1721	4373	8325
1722	4376	8324
1723	4379	8322
1724	4382	8320
1725	4386	8320
1726	4390	8320
1727	4392	8318
1728	4395	8315
1729	4397	8312
1730	4401	8311
1731	4403	8309
1732	4406	8306
1733	4409	8304
1734	4411	8302
1735	4414	8299
1736	4416	8297
1737	4419	8294
1738	4421	8291
1739	4424	8289
1740	4426	8286
1741	4430	8285
1742	4433	8283
1743	4436	8282
1744	4439	8280
1745	4442	8279
1746	4445	8277
1747	4447	8274
1748	4450	8272
1749	4453	8271
1750	4456	8269
1751	4459	8267
1752	4461	8264
1753	4464	8261
1754	4466	8259
1755	4471	8260
1756	4474	8259
1757	4477	8257
1758	4480	8254
1759	4482	8252
1760	4486	8251
1761	4489	8249
1762	4491	8247
1763	4494	8244
1764	4496	8241
1765	4499	8240
1766	4502	8237
1767	4505	8236
1768	4507	8232
1769	4509	8229
1770	4512	8228
1771	4515	8226
1772	4518	8224
1773	4521	8222
1774	4525	8221
1775	4527	8219
1776	4531	8218
1777	4534	8217
1778	4536	8213
1779	4540	8213
1780	4543	8212
1781	4546	8210
1782	4549	8207
1783	4552	8206
1784	4554	8203
1785	4557	8200
1786	4560	8199
1787	4563	8198
1788	4565	8194
1789	4568	8192
1790	4571	8190
1791	4574	8188
1792	4576	8185
1793	4579	8183
1794	4583	8183
1795	4585	8180
1796	4588	8178
1797	4591	8176
1798	4594	8174
1799	4597	8172
1800	4600	8172
1801	4603	8169
1802	4607	8169
1803	4610	8168
1804	4614	8167
1805	4616	8165
1806	4619	8163
1807	4622	8161
1808	4625	8159
1809	4628	8157
1810	4631	8155
1811	4634	8154
1812	4637	8151
1813	4640	8149
1814	4642	8147
1815	4645	8145
1816	4648	8143
1817	4652	8142
1818	4655	8141
1819	4658	8139
1820	4660	8136
1821	4665	8136
1822	4667	8134
1823	4670	8132
1824	4672	8129
1825	4676	8128
1826	4679	8127
1827	4682	8125
1828	4685	8123
1829	4688	8121
1830	4691	8119
1831	4694	8117
1832	4697	8116
1833	4700	8114
1834	4702	8111
1835	4706	8110
1836	4710	8109
1837	4712	8107
1838	4716	8106
1839	4718	8102
1840	4720	8099
1841	4724	8099
1842	4727	8097
1843	4731	8097
1844	4734	8095
1845	4737	8093
1846	4740	8092
1847	4743	8090
1848	4746	8088
1849	4750	8087
1850	4752	8085
1851	4755	8084
1852	4758	8082
1853	4761	8080
1854	4764	8077
1855	4766	8074
1856	4769	8072
1857	4771	8069
1858	4774	8066
1859	4776	8063
1860	4779	8061
1861	4782	8059
1862	4784	8056
1863	4787	8054
1864	4791	8053
1865	4793	8051
1866	4796	8049
1867	4799	8046
1868	4801	8043
1869	4805	8043
1870	4807	8040
1871	4810	8038
1872	4813	8036
1873	4815	8033
1874	4819	8031
1875	4822	8030
1876	4824	8027
1877	4828	8027
1878	4832	8025
1879	4835	8024
1880	4838	8022
1881	4841	8021
1882	4844	8018
1883	4846	8016
1884	4849	8014
1885	4852	8011
1886	4855	8009
1887	4858	8008
1888	4862	8008
1889	4865	8006
1890	4868	8003
1891	4870	8001
1892	4874	7999
1893	4876	7997
1894	4879	7995
1895	4882	7993
1896	4885	7991
1897	4888	7990
1898	4891	7987
1899	4894	7985
1900	4898	7984
1901	4901	7983
1902	4904	7982
1903	4907	7980
1904	4910	7977
1905	4912	7974
1906	4915	7973
1907	4918	7971
1908	4921	7969
1909	4924	7967
1910	4927	7964
1911	4931	7963
1912	4934	7962
1913	4936	7960
1914	4939	7957
1915	4943	7956
1916	4946	7955
1917	4948	7952
1918	4951	7950
1919	4954	7948
1920	4957	7945
1921	4959	7942
1922	4962	7940
1923	4966	7939
1924	4969	7937
1925	4971	7934
1926	4973	7931
1927	4977	7930
1928	4979	7927
1929	4982	7925
1930	4985	7924
1931	4988	7921
1932	4991	7919
1933	4993	7916
1934	4997	7915
1935	5000	7913
1936	5003	7911
1937	5006	7909
1938	5008	7907
1939	5011	7904
1940	5014	7902
1941	5017	7900
1942	5020	7899
1943	5023	7897
1944	5026	7894
1945	5030	7894
1946	5032	7891
1947	5035	7889
1948	5038	7886
1949	5041	7884
1950	5044	7883
1951	5047	7881
1952	5051	7880
1953	5054	7878
1954	5057	7877
1955	5059	7874
1956	5063	7872
1957	5065	7870
1958	5068	7867
1959	5071	7865
1960	5073	7863
1961	5076	7860
1962	5079	7857
1963	5082	7855
1964	5086	7855
1965	5088	7852
1966	5091	7850
1967	5093	7847
1968	5096	7846
1969	5099	7843
1970	5102	7841
1971	5105	7839
1972	5107	7836
1973	5110	7834
1974	5113	7831
1975	5115	7828
1976	5119	7828
1977	5122	7826
1978	5125	7824
1979	5128	7822
1980	5131	7820
1981	5134	7817
1982	5136	7815
1983	5140	7814
1984	5143	7812
1985	5145	7809
1986	5149	7807
1987	5151	7804
1988	5153	7801
1989	5156	7800
1990	5159	7797
1991	5161	7794
1992	5164	7792
1993	5167	7789
1994	5169	7787
1995	5172	7783
1996	5174	7781
1997	5177	7779
1998	5180	7777
1999	5183	7775
2000	5186	7773
2001	5189	7770
2002	5192	7768
2003	5194	7766
2004	5197	7764
2005	5200	7762
2006	5204	7760
2007	5206	7758
2008	5210	7756
2009	5212	7754
2010	5215	7752
2011	5219	7751
2012	5222	7749
2013	5225	7746
2014	5228	7744
2015	5230	7742
2016	5233	7739
2017	5236	7737
2018	5238	7735
2019	5242	7733
2020	5245	7731
2021	5247	7728
2022	5251	7727
2023	5254	7725
2024	5256	7723
2025	5259	7721
2026	5263	7719
2027	5265	7716
2028	5267	7713
2029	5270	7711
2030	5273	7709
2031	5276	7706
2032	5279	7704
2033	5281	7701
2034	5284	7699
2035	5287	7696
2036	5289	7694
2037	5292	7691
2038	5294	7688
2039	5297	7687
2040	5300	7685
2041	5303	7682
2042	5306	7680
2043	5309	7678
2044	5311	7675
2045	5313	7671
2046	5315	7668
2047	5318	7666
2048	5321	7664
2049	5324	7662
2050	5327	7660
2051	5331	7659
2052	5333	7656
2053	5336	7654
2054	5339	7652
2055	5343	7650
2056	5345	7648
2057	5349	7647
2058	5351	7644
2059	5354	7642
2060	5358	7641
2061	5361	7639
2062	5365	7638
2063	5367	7634
2064	5369	7631
2065	5371	7628
2066	5375	7627
2067	5377	7624
2068	5380	7621
2069	5383	7619
2070	5385	7617
2071	5387	7613
2072	5390	7611
2073	5392	7607
2074	5395	7606
2075	5398	7604
2076	5401	7601
2077	5404	7600
2078	5407	7597
2079	5410	7596
2080	5413	7593
2081	5416	7592
2082	5419	7589
2083	5423	7588
2084	5426	7586
2085	5429	7584
2086	5431	7581
2087	5434	7579
2088	5437	7577
2089	5441	7575
2090	5444	7574
2091	5446	7571
2092	5449	7568
2093	5452	7566
2094	5454	7563
2095	5458	7562
2096	5460	7559
2097	5463	7557
2098	5466	7555
2099	5469	7553
2100	5472	7551
2101	5475	7548
2102	5478	7546
2103	5481	7544
2104	5483	7541
2105	5486	7539
2106	5489	7537
2107	5492	7535
2108	5495	7533
2109	5498	7530
2110	5501	7529
2111	5505	7527
2112	5508	7525
2113	5511	7524
2114	5514	7521
2115	5516	7519
2116	5519	7516
2117	5522	7514
2118	5525	7511
2119	5527	7509
2120	5530	7507
2121	5533	7505
2122	5537	7504
2123	5540	7501
2124	5543	7500
2125	5547	7498
2126	5550	7497
2127	5552	7494
2128	5555	7491
2129	5558	7489
2130	5561	7487
2131	5565	7486
2132	5568	7485
2133	5571	7482
2134	5574	7480
2135	5576	7477
2136	5579	7474
2137	5581	7472
2138	5584	7469
2139	5587	7467
2140	5590	7465
2141	5592	7462
2142	5595	7460
2143	5598	7457
2144	5601	7456
2145	5605	7454
2146	5608	7452
2147	5611	7450
2148	5614	7448
2149	5617	7446
2150	5619	7443
2151	5622	7441
2152	5626	7439
2153	5628	7437
2154	5631	7435
2155	5635	7433
2156	5637	7430
2157	5640	7428
2158	5643	7426
2159	5647	7424
2160	5649	7421
2161	5652	7419
2162	5654	7415
2163	5657	7414
2164	5660	7412
2165	5663	7410
2166	5666	7407
2167	5668	7404
2168	5671	7402
2169	5674	7400
2170	5677	7398
2171	5681	7396
2172	5683	7394
2173	5686	7391
2174	5689	7390
2175	5693	7388
2176	5695	7385
2177	5698	7383
2178	5700	7380
2179	5703	7378
2180	5705	7375
2181	5708	7372
2182	5711	7369
2183	5713	7367
2184	5716	7365
2185	5719	7362
2186	5721	7359
2187	5724	7357
2188	5727	7355
2189	5731	7353
2190	5734	7351
2191	5737	7349
2192	5740	7347
2193	5742	7344
2194	5745	7342
2195	5748	7340
2196	5752	7338
2197	5754	7336
2198	5757	7333
2199	5760	7331
2200	5763	7329
2201	5767	7328
2202	5769	7325
2203	5772	7323
2204	5775	7320
2205	5778	7318
2206	5780	7315
2207	5784	7313
2208	5787	7312
2209	5790	7310
2210	5794	7309
2211	5797	7307
2212	5799	7304
2213	5802	7302
2214	5806	7300
2215	5809	7298
2216	5811	7295
2217	5814	7293
2218	5817	7290
2219	5820	7288
2220	5823	7286
2221	5826	7284
2222	5828	7281
2223	5830	7278
2224	5833	7275
2225	5836	7272
2226	5838	7270
2227	5841	7268
2228	5844	7265
2229	5847	7262
2230	5850	7261
2231	5853	7259
2232	5857	7257
2233	5859	7255
2234	5862	7252
2235	5865	7251
2236	5868	7248
2237	5872	7247
2238	5876	7246
2239	5878	7243
2240	5881	7240
2241	5884	7238
2242	5887	7236
2243	5890	7234
2244	5893	7232
2245	5896	7229
2246	5898	7227
2247	5901	7224
2248	5904	7221
2249	5906	7219
2250	5910	7217
2251	5912	7214
2252	5915	7212
2253	5919	7211
2254	5922	7208
2255	5925	7207
2256	5929	7205
2257	5931	7202
2258	5934	7200
2259	5937	7198
2260	5939	7195
2261	5942	7192
2262	5945	7190
2263	5947	7187
2264	5949	7184
2265	5952	7181
2266	5954	7178
2267	5957	7176
2268	5960	7174
2269	5963	7171
2270	5966	7169
2271	5968	7166
2272	5972	7165
2273	5975	7163
2274	5978	7161
2275	5982	7159
2276	5984	7157
2277	5988	7155
2278	5991	7153
2279	5994	7151
2280	5997	7148
2281	6000	7146
2282	6002	7144
2283	6006	7141
2284	6009	7140
2285	6012	7138
2286	6015	7135
2287	6018	7134
2288	6021	7131
2289	6024	7129
2290	6026	7126
2291	6029	7124
2292	6032	7122
2293	6035	7119
2294	6039	7118
2295	6042	7116
2296	6045	7114
2297	6048	7112
2298	6052	7110
2299	6054	7107
2300	6058	7106
2301	6061	7104
2302	6065	7102
2303	6068	7100
2304	6070	7097
2305	6073	7095
2306	6075	7092
2307	6079	7090
2308	6081	7087
2309	6084	7085
2310	6086	7082
2311	6089	7079
2312	6091	7076
2313	6094	7074
2314	6097	7071
2315	6100	7070
2316	6102	7066
2317	6106	7065
2318	6109	7062
2319	6111	7060
2320	6114	7057
2321	6117	7055
2322	6120	7053
2323	6124	7051
2324	6126	7049
2325	6129	7046
2326	6133	7045
2327	6136	7043
2328	6139	7041
2329	6143	7039
2330	6147	7038
2331	6149	7035
2332	6152	7033
2333	6156	7031
2334	6158	7029
2335	6162	7027
2336	6164	7024
2337	6168	7023
2338	6171	7021
2339	6174	7019
2340	6177	7016
2341	6180	7013
2342	6182	7011
2343	6185	7009
2344	6188	7006
2345	6191	7004
2346	6194	7001
2347	6196	6999
2348	6199	6996
2349	6202	6994
2350	6205	6992
2351	6208	6989
2352	6211	6988
2353	6215	6986
2354	6217	6983
2355	6221	6982
2356	6224	6979
2357	6226	6976
2358	6229	6974
2359	6233	6972
2360	6236	6970
2361	6239	6968
2362	6242	6966
2363	6246	6965
2364	6249	6963
2365	6252	6960
2366	6255	6957
2367	6257	6955
2368	6260	6952
2369	6263	6950
2370	6266	6948
2371	6268	6945
2372	6272	6943
2373	6275	6941
2374	6277	6938
2375	6280	6936
2376	6283	6933
2377	6286	6931
2378	6289	6929
2379	6291	6926
2380	6294	6924
2381	6298	6922
2382	6301	6919
2383	6304	6917
2384	6307	6915
2385	6311	6914
2386	6314	6911
2387	6316	6909
2388	6319	6907
2389	6323	6905
2390	6326	6903
2391	6329	6900
2392	6332	6898
2393	6335	6896
2394	6338	6894
2395	6342	6892
2396	6344	6889
2397	6347	6887
2398	6350	6885
2399	6353	6882
2400	6356	6880
2401	6359	6878
2402	6362	6876
2403	6365	6873
2404	6367	6871
2405	6371	6868
2406	6374	6867
2407	6377	6864
2408	6379	6861
2409	6382	6859
2410	6385	6857
2411	6388	6854
2412	6391	6852
2413	6394	6849
2414	6397	6847
2415	6401	6846
2416	6403	6843
2417	6406	6841
2418	6409	6838
2419	6412	6835
2420	6414	6833
2421	6417	6830
2422	6421	6829
2423	6424	6827
2424	6427	6825
2425	6431	6823
2426	6434	6821
2427	6438	6819
2428	6440	6816
2429	6443	6814
2430	6446	6812
2431	6449	6809
2432	6451	6807
2433	6454	6804
2434	6458	6803
2435	6461	6801
2436	6464	6798
2437	6467	6796
2438	6470	6794
2439	6473	6791
2440	6477	6790
2441	6479	6787
2442	6482	6784
2443	6485	6782
2444	6488	6780
2445	6490	6777
2446	6492	6774
2447	6496	6772
2448	6499	6770
2449	6502	6767
2450	6505	6765
2451	6508	6763
2452	6511	6761
2453	6514	6758
2454	6517	6756
2455	6519	6753
2456	6522	6750
2457	6526	6749
2458	6529	6746
2459	6532	6744
2460	6535	6742
2461	6539	6741
2462	6542	6739
2463	6545	6736
2464	6548	6734
2465	6551	6731
2466	6553	6729
2467	6556	6726
2468	6558	6723
2469	6561	6720
2470	6564	6718
2471	6567	6716
2472	6570	6714
2473	6573	6711
2474	6576	6708
2475	6579	6707
2476	6582	6704
2477	6585	6702
2478	6587	6699
2479	6590	6696
2480	6593	6694
2481	6596	6691
2482	6599	6689
2483	6602	6687
2484	6605	6684
2485	6609	6683
2486	6612	6681
2487	6615	6679
2488	6618	6676
2489	6621	6674
2490	6624	6672
2491	6627	6669
2492	6630	6667
2493	6633	6665
2494	6636	6663
2495	6639	6661
2496	6642	6658
2497	6644	6655
2498	6648	6653
2499	6650	6650
2500	6654	6649
2501	6656	6646
2502	6659	6643
2503	6662	6641
2504	6665	6638
2505	6668	6637
2506	6671	6634
2507	6675	6633
2508	6678	6630
2509	6681	6628
2510	6684	6625
2511	6687	6623
2512	6689	6620
2513	6692	6617
2514	6694	6614
2515	6696	6611
2516	6699	6608
2517	6702	6606
2518	6704	6603
2519	6707	6601
2520	6710	6599
2521	6713	6596
2522	6716	6593
2523	6719	6591
2524	6722	6589
2525	6725	6587
2526	6728	6585
2527	6732	6582
2528	6735	6581
2529	6738	6578
2530	6741	6576
2531	6744	6574
2532	6748	6572
2533	6750	6569
2534	6754	6567
2535	6757	6565
2536	6759	6562
2537	6762	6560
2538	6765	6557
2539	6768	6555
2540	6771	6552
2541	6774	6550
2542	6778	6548
2543	6781	6546
2544	6784	6544
2545	6786	6541
2546	6789	6539
2547	6792	6536
2548	6795	6534
2549	6798	6531
2550	6801	6529
2551	6804	6526
2552	6807	6524
2553	6809	6521
2554	6812	6519
2555	6815	6516
2556	6818	6514
2557	6820	6511
2558	6823	6508
2559	6826	6506
2560	6828	6503
2561	6831	6500
2562	6833	6497
2563	6836	6495
2564	6839	6493
2565	6843	6491
2566	6845	6488
2567	6848	6486
2568	6851	6483
2569	6854	6481
2570	6857	6478
2571	6860	6476
2572	6863	6474
2573	6866	6471
2574	6869	6469
2575	6873	6468
2576	6877	6466
2577	6881	6464
2578	6884	6462
2579	6887	6460
2580	6890	6457
2581	6892	6454
2582	6895	6451
2583	6897	6449
2584	6900	6446
2585	6903	6444
2586	6906	6442
2587	6909	6440
2588	6912	6437
2589	6915	6434
2590	6918	6432
2591	6920	6429
2592	6922	6426
2593	6925	6423
2594	6929	6421
2595	6931	6419
2596	6934	6416
2597	6938	6414
2598	6940	6412
2599	6943	6409
2600	6946	6406
2601	6948	6403
2602	6951	6401
2603	6955	6399
2604	6958	6397
2605	6960	6394
2606	6964	6392
2607	6968	6391
2608	6971	6389
2609	6974	6386
2610	6977	6384
2611	6981	6382
2612	6984	6380
2613	6987	6378
2614	6990	6376
2615	6994	6373
2616	6996	6371
2617	6999	6368
2618	7002	6366
2619	7006	6364
2620	7008	6361
2621	7011	6359
2622	7014	6356
2623	7018	6354
2624	7021	6352
2625	7024	6350
2626	7028	6348
2627	7031	6346
2628	7034	6344
2629	7037	6341
2630	7041	6340
2631	7044	6337
2632	7047	6335
2633	7050	6333
2634	7053	6330
2635	7057	6329
2636	7060	6327
2637	7063	6324
2638	7065	6321
2639	7069	6319
2640	7071	6316
2641	7075	6314
2642	7078	6312
2643	7080	6309
2644	7083	6307
2645	7087	6305
2646	7090	6303
2647	7092	6300
2648	7095	6297
2649	7099	6296
2650	7103	6294
2651	7106	6291
2652	7110	6290
2653	7113	6287
2654	7116	6285
2655	7119	6282
2656	7122	6280
2657	7125	6277
2658	7128	6275
2659	7131	6273
2660	7134	6271
2661	7137	6269
2662	7141	6267
2663	7144	6264
2664	7147	6262
2665	7149	6259
2666	7152	6256
2667	7155	6254
2668	7158	6252
2669	7162	6250
2670	7165	6247
2671	7168	6245
2672	7171	6243
2673	7174	6240
2674	7177	6238
2675	7180	6235
2676	7183	6233
2677	7186	6231
2678	7189	6228
2679	7191	6225
2680	7194	6222
2681	7197	6220
2682	7201	6218
2683	7204	6216
2684	7206	6213
2685	7209	6211
2686	7212	6208
2687	7214	6205
2688	7218	6203
2689	7221	6200
2690	7224	6198
2691	7226	6195
2692	7229	6193
2693	7232	6190
2694	7235	6188
2695	7239	6186
2696	7242	6184
2697	7246	6182
2698	7248	6179
2699	7251	6177
2700	7254	6174
2701	7257	6172
2702	7259	6169
2703	7261	6166
2704	7264	6163
2705	7267	6161
2706	7270	6158
2707	7273	6156
2708	7276	6153
2709	7281	6153
2710	7285	6151
2711	7287	6148
2712	7290	6146
2713	7294	6143
2714	7297	6141
2715	7300	6138
2716	7303	6136
2717	7305	6133
2718	7308	6131
2719	7311	6128
2720	7314	6126
2721	7318	6125
2722	7322	6123
2723	7325	6121
2724	7330	6119
2725	7332	6116
2726	7335	6114
2727	7338	6111
2728	7341	6109
2729	7344	6107
2730	7347	6104
2731	7350	6102
2732	7353	6100
2733	7356	6097
2734	7359	6094
2735	7362	6091
2736	7365	6089
2737	7367	6086
2738	7371	6084
2739	7373	6082
2740	7377	6079
2741	7380	6077
2742	7383	6074
2743	7386	6072
2744	7388	6069
2745	7392	6067
2746	7396	6065
2747	7398	6063
2748	7401	6060
2749	7403	6057
2750	7406	6054
2751	7409	6052
2752	7412	6050
2753	7415	6047
2754	7418	6045
2755	7421	6042
2756	7424	6040
2757	7427	6037
2758	7431	6036
2759	7435	6034
2760	7438	6032
2761	7441	6030
2762	7444	6027
2763	7447	6024
2764	7450	6022
2765	7453	6019
2766	7456	6017
2767	7460	6015
2768	7462	6012
2769	7466	6010
2770	7469	6008
2771	7472	6006
2772	7475	6003
2773	7479	6001
2774	7481	5998
2775	7484	5996
2776	7488	5994
2777	7491	5992
2778	7494	5989
2779	7497	5987
2780	7500	5985
2781	7503	5982
2782	7506	5980
2783	7509	5977
2784	7511	5974
2785	7514	5971
2786	7517	5968
2787	7519	5966
2788	7523	5963
2789	7526	5961
2790	7529	5959
2791	7531	5956
2792	7534	5953
2793	7537	5950
2794	7540	5948
2795	7542	5945
2796	7546	5943
2797	7549	5941
2798	7552	5939
2799	7556	5937
2800	7559	5934
2801	7562	5932
2802	7564	5929
2803	7567	5926
2804	7570	5923
2805	7573	5922
2806	7577	5919
2807	7579	5916
2808	7582	5914
2809	7585	5911
2810	7588	5909
2811	7590	5906
2812	7593	5903
2813	7596	5900
2814	7598	5898
2815	7602	5896
2816	7605	5893
2817	7608	5891
2818	7610	5888
2819	7614	5886
2820	7617	5883
2821	7619	5880
2822	7623	5878
2823	7627	5877
2824	7630	5874
2825	7632	5871
2826	7635	5869
2827	7639	5867
2828	7643	5866
2829	7647	5864
2830	7650	5861
2831	7653	5858
2832	7656	5856
2833	7659	5854
2834	7662	5851
2835	7665	5848
2836	7667	5845
2837	7669	5842
2838	7672	5840
2839	7675	5837
2840	7678	5835
2841	7682	5833
2842	7685	5830
2843	7688	5828
2844	7691	5825
2845	7693	5822
2846	7697	5820
2847	7700	5818
2848	7703	5816
2849	7706	5813
2850	7709	5811
2851	7713	5809
2852	7716	5806
2853	7719	5804
2854	7721	5801
2855	7724	5799
2856	7727	5796
2857	7731	5794
2858	7733	5791
2859	7737	5789
2860	7740	5786
2861	7742	5784
2862	7745	5781
2863	7748	5778
2864	7751	5776
2865	7753	5773
2866	7756	5770
2867	7759	5768
2868	7763	5766
2869	7766	5763
2870	7769	5761
2871	7771	5758
2872	7774	5755
2873	7777	5753
2874	7780	5750
2875	7783	5748
2876	7786	5745
2877	7789	5743
2878	7792	5740
2879	7794	5737
2880	7797	5734
2881	7799	5732
2882	7802	5729
2883	7805	5726
2884	7808	5724
2885	7810	5721
2886	7814	5719
2887	7816	5716
2888	7819	5713
2889	7823	5711
2890	7826	5709
2891	7828	5706
2892	7832	5704
2893	7834	5701
2894	7837	5698
2895	7840	5695
2896	7843	5693
2897	7846	5690
2898	7848	5687
2899	7851	5685
2900	7854	5683
2901	7857	5680
2902	7859	5677
2903	7863	5675
2904	7866	5672
2905	7869	5670
2906	7871	5667
2907	7875	5665
2908	7878	5662
2909	7881	5660
2910	7884	5657
2911	7887	5655
2912	7889	5652
2913	7892	5650
2914	7895	5647
2915	7898	5644
2916	7901	5642
2917	7904	5639
2918	7907	5637
2919	7909	5634
2920	7912	5631
2921	7916	5629
2922	7919	5627
2923	7922	5624
2924	7926	5623
2925	7928	5620
2926	7932	5617
2927	7935	5615
2928	7939	5613
2929	7941	5610
2930	7944	5607
2931	7947	5605
2932	7949	5602
2933	7952	5599
2934	7954	5596
2935	7957	5594
2936	7961	5592
2937	7965	5590
2938	7968	5587
2939	7970	5584
2940	7973	5582
2941	7977	5580
2942	7981	5578
2943	7983	5575
2944	7986	5572
2945	7990	5570
2946	7994	5568
2947	7997	5566
2948	7999	5563
2949	8002	5561
2950	8005	5558
2951	8008	5555
2952	8011	5553
2953	8014	5550
2954	8017	5548
2955	8020	5545
2956	8023	5543
2957	8026	5540
2958	8028	5537
2959	8031	5535
2960	8035	5533
2961	8037	5530
2962	8040	5527
2963	8043	5525
2964	8046	5522
2965	8049	5519
2966	8052	5517
2967	8055	5515
2968	8058	5512
2969	8062	5510
2970	8065	5508
2971	8068	5505
2972	8071	5503
2973	8075	5501
2974	8078	5498
2975	8081	5495
2976	8083	5493
2977	8087	5491
2978	8091	5489
2979	8095	5487
2980	8098	5485
2981	8102	5483
2982	8106	5481
2983	8109	5478
2984	8113	5476
2985	8116	5474
2986	8120	5472
2987	8123	5469
2988	8127	5467
2989	8130	5465
2990	8134	5463
2991	8137	5461
2992	8140	5458
2993	8143	5456
2994	8146	5453
2995	8150	5451
2996	8153	5449
2997	8156	5446
2998	8159	5444
2999	8163	5442
3000	8167	5440
3001	8170	5437
3002	8173	5435
3003	8177	5433
3004	8180	5430
3005	8184	5428
3006	8187	5426
3007	8191	5424
3008	8194	5422
3009	8197	5419
3010	8201	5417
3011	8204	5415
3012	8207	5412
3013	8211	5410
3014	8214	5408
3015	8217	5405
3016	8220	5403
3017	8223	5400
3018	8226	5398
3019	8229	5395
3020	8232	5393
3021	8235	5390
3022	8237	5387
3023	8241	5385
3024	8243	5382
3025	8247	5379
3026	8249	5377
3027	8252	5374
3028	8255	5372
3029	8259	5369
3030	8261	5367
3031	8264	5364
3032	8267	5361
3033	8270	5359
3034	8273	5356
3035	8276	5354
3036	8279	5351
3037	8281	5348
3038	8284	5345
3039	8287	5343
3040	8290	5340
3041	8293	5337
3042	8296	5335
3043	8299	5333
3044	8302	5330
3045	8305	5327
3046	8308	5325
3047	8310	5322
3048	8314	5320
3049	8317	5317
3050	8320	5315
3051	8323	5312
3052	8326	5310
3053	8329	5307
3054	8332	5305
3055	8336	5302
3056	8339	5300
3057	8342	5297
3058	8345	5295
3059	8348	5292
3060	8350	5289
3061	8352	5286
3062	8356	5284
3063	8358	5281
3064	8361	5278
3065	8364	5276
3066	8367	5273
3067	8369	5270
3068	8372	5267
3069	8374	5265
3070	8377	5262
3071	8380	5259
3072	8384	5257
3073	8387	5255
3074	8391	5253
3075	8395	5251
3076	8398	5248
3077	8401	5246
3078	8404	5243
3079	8407	5240
3080	8410	5238
3081	8412	5235
3082	8416	5233
3083	8419	5230
3084	8422	5228
3085	8424	5225
3086	8426	5222
3087	8429	5219
3088	8432	5216
3089	8435	5214
3090	8438	5211
3091	8441	5209
3092	8444	5206
3093	8448	5204
3094	8451	5201
3095	8454	5199
3096	8457	5197
3097	8461	5194
3098	8463	5191
3099	8467	5189
3100	8469	5186
3101	8472	5184
3102	8476	5181
3103	8479	5179
3104	8482	5176
3105	8485	5174
3106	8488	5171
3107	8491	5169
3108	8494	5166
3109	8497	5164
3110	8501	5161
3111	8504	5159
3112	8506	5156
3113	8510	5154
3114	8512	5151
3115	8515	5148
3116	8517	5145
3117	8522	5143
3118	8524	5141
3119	8528	5138
3120	8531	5136
3121	8534	5133
3122	8537	5131
3123	8540	5128
3124	8543	5125
3125	8545	5123
3126	8549	5120
3127	8552	5118
3128	8554	5115
3129	8557	5112
3130	8561	5110
3131	8564	5107
3132	8567	5105
3133	8570	5102
3134	8573	5100
3135	8577	5098
3136	8580	5095
3137	8582	5092
3138	8585	5090
3139	8589	5087
3140	8592	5085
3141	8594	5082
3142	8598	5080
3143	8601	5077
3144	8603	5074
3145	8606	5072
3146	8609	5069
3147	8612	5066
3148	8615	5063
3149	8618	5061
3150	8622	5059
3151	8625	5057
3152	8628	5054
3153	8631	5051
3154	8634	5049
3155	8638	5047
3156	8640	5044
3157	8643	5041
3158	8646	5038
3159	8649	5036
3160	8652	5034
3161	8655	5031
3162	8658	5028
3163	8661	5025
3164	8664	5023
3165	8667	5020
3166	8670	5018
3167	8673	5015
3168	8676	5013
3169	8679	5010
3170	8683	5008
3171	8686	5005
3172	8688	5003
3173	8691	5000
3174	8694	4997
3175	8697	4995
3176	8700	4992
3177	8704	4990
3178	8708	4988
3179	8711	4986
3180	8715	4983
3181	8718	4981
3182	8721	4978
3183	8726	4977
3184	8729	4974
3185	8732	4972
3186	8735	4969
3187	8738	4966
3188	8741	4964
3189	8745	4962
3190	8748	4959
3191	8750	4956
3192	8754	4954
3193	8757	4952
3194	8760	4949
3195	8764	4946
3196	8767	4944
3197	8770	4941
3198	8773	4939
3199	8776	4936
3200	8779	4933
3201	8781	4931
3202	8785	4928
3203	8787	4926
3204	8790	4923
3205	8793	4920
3206	8796	4918
3207	8799	4915
3208	8803	4913
3209	8806	4910
3210	8809	4908
3211	8811	4905
3212	8815	4902
3213	8817	4899
3214	8821	4897
3215	8824	4895
3216	8828	4893
3217	8831	4890
3218	8834	4888
3219	8837	4885
3220	8840	4882
3221	8843	4880
3222	8846	4877
3223	8849	4874
3224	8852	4872
3225	8855	4869
3226	8857	4866
3227	8861	4864
3228	8864	4861
3229	8867	4859
3230	8869	4856
3231	8872	4853
3232	8875	4850
3233	8878	4848
3234	8881	4845
3235	8883	4842
3236	8886	4840
3237	8889	4837
3238	8893	4835
3239	8896	4832
3240	8900	4830
3241	8903	4827
3242	8905	4825
3243	8908	4822
3244	8912	4820
3245	8914	4817
3246	8917	4814
3247	8920	4812
3248	8923	4809
3249	8925	4806
3250	8929	4803
3251	8932	4801
3252	8936	4799
3253	8938	4796
3254	8941	4793
3255	8944	4790
3256	8946	4788
3257	8950	4785
3258	8953	4783
3259	8956	4780
3260	8960	4778
3261	8962	4775
3262	8965	4772
3263	8968	4769
3264	8971	4767
3265	8974	4764
3266	8977	4762
3267	8980	4759
3268	8983	4757
3269	8986	4754
3270	8989	4751
