iter	RMSE
275	116.8608875
276	116.8282727
277	116.796482
278	116.7649122
279	116.7327326
280	116.7012623
281	116.6711793
282	116.6395986
283	116.6089629
284	116.57804
285	116.5460244
286	116.5143211
287	116.4832391
288	116.4533533
289	116.422222
290	116.3910944
291	116.3622591
292	116.3312712
293	116.3009451
294	116.2711814
295	116.2406435
296	116.2099162
297	116.1787027
298	116.1471259
299	116.1158901
300	116.0856332
301	116.0543564
302	116.0239333
303	115.9958028
304	115.9648392
305	115.9349847
306	115.9069156
307	115.876969
308	115.846433
309	115.8162405
310	115.7863362
311	115.7573656
312	115.7267994
313	115.6983109
314	115.6687244
315	115.6390747
316	115.6089022
317	115.5807391
318	115.5513433
319	115.5208566
320	115.4907229
321	115.4625971
322	115.4323864
323	115.4027582
324	115.3738239
325	115.3456926
326	115.3181352
327	115.2896194
328	115.2607104
329	115.2316393
330	115.2027683
331	115.173743
332	115.1444596
333	115.1150068
334	115.0871968
335	115.0588046
336	115.0311361
337	115.0017446
338	114.9723788
339	114.943286
340	114.914481
341	114.8857822
342	114.8573053
343	114.8282968
344	114.8000471
345	114.772219
346	114.7442018
347	114.7151429
348	114.6873818
349	114.6598353
350	114.6317478
351	114.6038449
352	114.5778953
353	114.5509823
354	114.5248179
355	114.4964129
356	114.4686161
357	114.439512
358	114.4114982
359	114.3831484
360	114.3562752
361	114.3275151
362	114.2993273
363	114.272191
364	114.2444439
365	114.2166517
366	114.1884479
367	114.1609672
368	114.1328668
369	114.1063839
370	114.0802803
371	114.0532036
372	114.0257083
373	113.998773
374	113.9724657
375	113.9457863
376	113.9177334
377	113.8911946
378	113.8638877
379	113.8361796
380	113.8097073
381	113.7821418
382	113.7551577
383	113.7300844
384	113.7027022
385	113.6771142
386	113.6509903
387	113.6251071
388	113.598133
389	113.5706757
390	113.5435956
391	113.5176172
392	113.4917132
393	113.465864
394	113.4396555
395	113.4136757
396	113.3867125
397	113.3610698
398	113.3347603
399	113.3083463
400	113.2819018
401	113.2559807
402	113.2298676
403	113.2024969
404	113.1778794
405	113.1522339
406	113.1256096
407	113.0993085
408	113.0752175
409	113.0482875
410	113.0232219
411	112.9971147
412	112.9714278
413	112.9471179
414	112.9210767
415	112.8943759
416	112.8682868
417	112.843327
418	112.8183993
419	112.7929284
420	112.7667778
421	112.7419159
422	112.7159134
423	112.6900821
424	112.664767
425	112.6395379
426	112.6147415
427	112.5899436
428	112.5653495
429	112.5410774
430	112.5176442
431	112.4922773
432	112.4672267
433	112.4418554
434	112.4168324
435	112.391705
436	112.3670724
437	112.341768
438	112.3171541
439	112.2917582
440	112.2674231
441	112.2424048
442	112.2183227
443	112.1945843
444	112.1712213
445	112.1469718
446	112.1225916
447	112.0994464
448	112.074038
449	112.0500647
450	112.0259784
451	112.0017983
452	111.9770184
453	111.9525602
454	111.9284215
455	111.9058615
456	111.8814208
457	111.8563269
458	111.8338456
459	111.8099629
460	111.7869134
461	111.7635338
462	111.7396893
463	111.7156137
464	111.6930915
465	111.6688852
466	111.6459101
467	111.6230591
468	111.6011476
469	111.5783204
470	111.5544433
471	111.5315243
472	111.5078822
473	111.4851099
474	111.4630088
475	111.4403225
476	111.4168031
477	111.3926847
478	111.3686295
479	111.3448369
480	111.3220073
481	111.299113
482	111.277233
483	111.2543643
484	111.2307226
485	111.2080095
486	111.1839267
487	111.1602637
488	111.1382417
489	111.1154163
490	111.0920345
491	111.0699923
492	111.047944
493	111.0251796
494	111.0036972
495	110.9808876
496	110.9582473
497	110.9354706
498	110.9125245
499	110.8898356
500	110.8674711
501	110.8454013
502	110.8227411
503	110.8002724
504	110.7778477
505	110.7566193
506	110.7344764
507	110.7143379
508	110.6912076
509	110.6693061
510	110.6471296
511	110.6248339
512	110.6028304
513	110.580371
514	110.5582524
515	110.5363215
516	110.513484
517	110.4917593
518	110.4716922
519	110.4509033
520	110.4299282
521	110.4082093
522	110.3866673
523	110.3646412
524	110.3417343
525	110.3206884
526	110.299579
527	110.278118
528	110.2563393
529	110.2361651
530	110.2149717
531	110.1933615
532	110.1726119
533	110.1502868
534	110.1289057
535	110.1067465
536	110.0835731
537	110.0612246
538	110.040269
539	110.0193055
540	109.998826
541	109.9766677
542	109.9551751
543	109.9357041
544	109.9145946
545	109.8934676
546	109.8717459
547	109.851664
548	109.8307174
549	109.8095368
550	109.7879155
551	109.7676694
552	109.7480116
553	109.7276101
554	109.7061644
555	109.6845318
556	109.6650065
557	109.6446923
558	109.6233078
559	109.6028772
560	109.5812735
561	109.5606543
562	109.5399091
563	109.5192529
564	109.4985902
565	109.4776768
566	109.4576338
567	109.437406
568	109.4170359
569	109.3968865
570	109.3772679
571	109.357275
572	109.3365396
573	109.3156356
574	109.2952384
575	109.2748184
576	109.2556379
577	109.2338187
578	109.2144822
579	109.1940889
580	109.1749537
581	109.1566051
582	109.1376842
583	109.1168626
584	109.0966507
585	109.0758343
586	109.0565066
587	109.0374001
588	109.0181393
589	108.9983439
590	108.978267
591	108.9580072
592	108.937612
593	108.9163719
594	108.8966419
595	108.8780641
596	108.8587802
597	108.8406718
598	108.8218193
599	108.8021485
600	108.7808643
601	108.7625747
602	108.7437849
603	108.7236261
604	108.7041794
605	108.6856636
606	108.666401
607	108.6470264
608	108.6274391
609	108.6085236
610	108.5888024
611	108.5697188
612	108.5502282
613	108.529257
614	108.5109568
615	108.491547
616	108.4716209
617	108.4522555
618	108.433202
619	108.4145371
620	108.3966908
621	108.3775865
622	108.3588935
623	108.340479
624	108.3214466
625	108.3035345
626	108.2852094
627	108.2675589
628	108.2482124
629	108.228934
630	108.2093234
631	108.1914456
632	108.1743967
633	108.1568243
634	108.1385888
635	108.1204595
636	108.101453
637	108.0838052
638	108.0655113
639	108.0473088
640	108.0291167
641	108.0114091
642	107.9928926
643	107.9755757
644	107.9577151
645	107.9383197
646	107.9206099
647	107.9011158
648	107.8821929
649	107.8635179
650	107.845343
651	107.8283348
652	107.8107145
653	107.7922134
654	107.7744645
655	107.7569425
656	107.7369464
657	107.720258
658	107.7021038
659	107.6845092
660	107.6660832
661	107.6489479
662	107.6310655
663	107.6144012
664	107.5972068
665	107.5792676
666	107.5618823
667	107.5436312
668	107.5254909
669	107.5081601
670	107.4912832
671	107.4741886
672	107.4571477
673	107.439512
674	107.421536
675	107.403678
676	107.3846502
677	107.3670199
678	107.3491582
679	107.3317149
680	107.3125615
681	107.2945488
682	107.2776614
683	107.2616202
684	107.2440388
685	107.2261269
686	107.2086756
687	107.1919515
688	107.1750421
689	107.157576
690	107.1396289
691	107.1223816
692	107.1054886
693	107.0884431
694	107.0704971
695	107.0525348
696	107.0350203
697	107.0169287
698	106.9995825
699	106.9819789
700	106.965681
701	106.9493971
702	106.9309282
703	106.913951
704	106.898387
705	106.8820363
706	106.8662541
707	106.8494719
708	106.8323585
709	106.8164284
710	106.8002527
711	106.7830783
712	106.7666414
713	106.7518522
714	106.7339923
715	106.7165454
716	106.6991448
717	106.6829727
718	106.6660217
719	106.6481383
720	106.6320263
721	106.6162303
722	106.6006963
723	106.5834141
724	106.5661342
725	106.5490093
726	106.5322875
727	106.5174957
728	106.5010702
729	106.4836468
730	106.4668707
731	106.4500797
732	106.4329314
733	106.4160233
734	106.4005212
735	106.3840602
736	106.3690706
737	106.3527669
738	106.3360182
739	106.321416
740	106.3055554
741	106.2901045
742	106.2747021
743	106.2577077
744	106.2434167
745	106.2278573
746	106.2112162
747	106.1952563
748	106.1789753
749	106.1619812
750	106.1449311
751	106.1302969
752	106.1157141
753	106.0991935
754	106.0843875
755	106.0679578
756	106.0520616
757	106.035382
758	106.0197628
759	106.0034269
760	105.987342
761	105.9723523
762	105.9560675
763	105.9424365
764	105.9265267
765	105.9115284
766	105.8965121
767	105.8808587
768	105.8646721
769	105.8476966
770	105.8338052
771	105.8185698
772	105.8027852
773	105.7883424
774	105.7741093
775	105.7593961
776	105.743897
777	105.7292644
778	105.7143859
779	105.6988106
780	105.6847352
781	105.6697486
782	105.6541978
783	105.6393755
784	105.6249064
785	105.609693
786	105.5936867
787	105.578094
788	105.5641625
789	105.5480551
790	105.5329839
791	105.5179403
792	105.5033839
793	105.4882309
794	105.4733969
795	105.4584714
796	105.4433825
797	105.4287223
798	105.4131332
799	105.3987676
800	105.3851488
801	105.3705331
802	105.3564527
803	105.3405815
804	105.3260331
805	105.310727
806	105.296646
807	105.2831577
808	105.2678057
809	105.2546629
810	105.2388987
811	105.2237525
812	105.2100737
813	105.1960988
814	105.1813271
815	105.1687299
816	105.1544463
817	105.1394565
818	105.1254385
819	105.1114183
820	105.0972289
821	105.0829944
822	105.0692056
823	105.0549492
824	105.0407441
825	105.024841
826	105.0105718
827	104.9950345
828	104.9817537
829	104.9667678
830	104.9517469
831	104.9370062
832	104.9224624
833	104.9086058
834	104.893613
835	104.879285
836	104.8657255
837	104.8523056
838	104.8386942
839	104.8255208
840	104.8117351
841	104.797926
842	104.7835648
843	104.7684958
844	104.7540305
845	104.7398302
846	104.72482
847	104.7099065
848	104.6965165
849	104.6822525
850	104.6690553
851	104.6550567
852	104.6420934
853	104.6284948
854	104.613851
855	104.6002401
856	104.5857503
857	104.5724439
858	104.5579416
859	104.5430222
860	104.5299911
861	104.5161268
862	104.5029051
863	104.4894675
864	104.4764648
865	104.462484
866	104.4479626
867	104.4344543
868	104.4208093
869	104.4068856
870	104.3934412
871	104.3810734
872	104.36674
873	104.3531763
874	104.3390253
875	104.3246519
876	104.3126031
877	104.2988789
878	104.28691
879	104.2733163
880	104.2608268
881	104.2470169
882	104.2339122
883	104.2206701
884	104.2064025
885	104.1932773
886	104.1807119
887	104.1679028
888	104.1534852
889	104.1402981
890	104.1253399
891	104.1130392
892	104.0993493
893	104.0864895
894	104.0737537
895	104.0599588
896	104.0467471
897	104.0340757
898	104.0213453
899	104.0099333
900	103.997106
901	103.984999
902	103.9717216
903	103.9586636
904	103.9460085
905	103.9338808
906	103.9208156
907	103.9078543
908	103.8939234
909	103.8819138
910	103.8686341
911	103.855602
912	103.8430807
913	103.8310243
914	103.8178143
915	103.8052829
916	103.7920701
917	103.7787257
918	103.7662371
919	103.7525711
920	103.7400889
921	103.7282111
922	103.7158734
923	103.7029961
924	103.6904386
925	103.6793252
926	103.6670616
927	103.6545568
928	103.6429752
929	103.62964
930	103.617111
931	103.6048205
932	103.592566
933	103.580277
934	103.5672745
935	103.5556494
936	103.5441888
937	103.5308543
938	103.5180978
939	103.5057669
940	103.4931175
941	103.4805536
942	103.4688583
943	103.4567022
944	103.4434203
945	103.4310886
946	103.4198048
947	103.4072882
948	103.3954217
949	103.3836435
950	103.3721902
951	103.3603915
952	103.3504678
953	103.3385285
954	103.3261797
955	103.3138658
956	103.3016497
957	103.2895623
958	103.2769171
959	103.264748
960	103.2528436
961	103.2401019
962	103.2292299
963	103.2176683
964	103.2060725
965	103.1951919
966	103.1829865
967	103.1699517
968	103.1579304
969	103.1451446
970	103.1318882
971	103.1197112
972	103.1085857
973	103.0980546
974	103.0851914
975	103.0728205
976	103.0603416
977	103.0483169
978	103.0359838
979	103.0242185
980	103.012907
981	103.000951
982	102.9897884
983	102.9782761
984	102.966962
985	102.9558985
986	102.9443759
987	102.9326442
988	102.9206118
989	102.9089349
990	102.8979516
991	102.886992
992	102.8756549
993	102.8629701
994	102.850464
995	102.8389191
996	102.8264011
997	102.8147732
998	102.8040869
999	102.7929025
1000	102.7806236
1001	102.7677536
1002	102.7561143
1003	102.7453359
1004	102.7332357
1005	102.7222212
1006	102.7115222
1007	102.6994716
1008	102.6873051
1009	102.6757129
1010	102.6642539
1011	102.652288
1012	102.6405439
1013	102.6294505
1014	102.618144
1015	102.6074845
1016	102.5970012
1017	102.5852322
1018	102.575271
1019	102.5636589
1020	102.5522959
1021	102.5410264
1022	102.5297365
1023	102.5177361
1024	102.507724
1025	102.4971155
1026	102.4859971
1027	102.4744101
1028	102.4644534
1029	102.4535679
1030	102.4421613
1031	102.4312833
1032	102.4210291
1033	102.4098976
1034	102.3990514
1035	102.3880546
1036	102.3768286
1037	102.3661615
1038	102.3556793
1039	102.344476
1040	102.33261
1041	102.3214255
1042	102.3106786
1043	102.3002726
1044	102.2897349
1045	102.2782205
1046	102.2675395
1047	102.2562506
1048	102.246021
1049	102.2347447
1050	102.2245041
1051	102.2136589
1052	102.202016
1053	102.1918645
1054	102.1820871
1055	102.1709009
1056	102.1615754
1057	102.1505112
1058	102.1401984
1059	102.1303499
1060	102.1200727
1061	102.1085486
1062	102.0974011
1063	102.0871807
1064	102.0772035
1065	102.0667135
1066	102.0566027
1067	102.0467566
1068	102.0356825
1069	102.0266058
1070	102.0158556
1071	102.0055167
1072	101.9955403
1073	101.9857144
1074	101.9747199
1075	101.9645086
1076	101.9535439
1077	101.9429809
1078	101.9320679
1079	101.920949
1080	101.9121364
1081	101.9010529
1082	101.8913571
1083	101.8809236
1084	101.8705392
1085	101.860031
1086	101.849455
1087	101.8391215
1088	101.8296213
1089	101.8197023
1090	101.8092407
1091	101.7987912
1092	101.7887842
1093	101.7782816
1094	101.7679336
1095	101.757915
1096	101.7471998
1097	101.7375175
1098	101.7268488
1099	101.7171658
1100	101.7075704
1101	101.6973576
1102	101.6873393
1103	101.6766071
1104	101.6659268
1105	101.6552899
1106	101.6458681
1107	101.6351886
1108	101.625746
1109	101.6161516
1110	101.6062161
1111	101.595357
1112	101.5857829
1113	101.5755559
1114	101.565495
1115	101.5555699
1116	101.5459279
1117	101.5359384
1118	101.5253495
1119	101.5151225
1120	101.5063454
1121	101.4958743
1122	101.4858312
1123	101.4769981
1124	101.4665212
1125	101.4565184
1126	101.4466165
1127	101.43628
1128	101.4267397
1129	101.4162022
1130	101.4066409
1131	101.3970968
1132	101.3874104
1133	101.3777602
1134	101.3678376
1135	101.3575309
1136	101.3473175
1137	101.3374277
1138	101.3281681
1139	101.3195921
1140	101.3102881
1141	101.301136
1142	101.2923656
1143	101.2820965
1144	101.2732409
1145	101.2633257
1146	101.2539472
1147	101.2442172
1148	101.2332238
1149	101.2242521
1150	101.2152831
1151	101.2058187
1152	101.19714
1153	101.1876787
1154	101.1781831
1155	101.1678447
1156	101.1588434
1157	101.1489785
1158	101.139501
1159	101.1315907
1160	101.1223221
1161	101.1130083
1162	101.1033559
1163	101.0933478
1164	101.0840726
1165	101.0737568
1166	101.0645267
1167	101.0552369
1168	101.0457851
1169	101.036804
1170	101.0276074
1171	101.0178722
1172	101.0083647
1173	100.9980487
1174	100.9889706
1175	100.9792499
1176	100.970382
1177	100.960758
1178	100.9510368
1179	100.9409619
1180	100.9318037
1181	100.9222621
1182	100.9134808
1183	100.90465
1184	100.8952073
1185	100.8858142
1186	100.8767793
1187	100.8678982
1188	100.8595661
1189	100.8515466
1190	100.8431056
1191	100.8353311
1192	100.8265536
1193	100.8172488
1194	100.8075908
1195	100.798417
1196	100.788044
1197	100.7788432
1198	100.7696467
1199	100.7607562
1200	100.751388
1201	100.7428838
1202	100.734335
1203	100.725612
1204	100.7170939
1205	100.7081098
1206	100.6999269
1207	100.6913998
1208	100.6823447
1209	100.6739171
1210	100.6650787
1211	100.655402
1212	100.6461982
1213	100.6370957
1214	100.6281772
1215	100.6190167
1216	100.6110965
1217	100.6023086
1218	100.5933852
1219	100.584042
1220	100.5750644
1221	100.5658009
1222	100.5570126
1223	100.5482964
1224	100.5392308
1225	100.5312246
1226	100.5228829
1227	100.5130502
1228	100.5045671
1229	100.4956247
1230	100.4866513
1231	100.4783427
1232	100.469564
1233	100.4610701
1234	100.4524648
1235	100.4432347
1236	100.4342559
1237	100.4253568
1238	100.4173873
1239	100.4088677
1240	100.4007008
1241	100.3930941
1242	100.3846013
1243	100.3760283
1244	100.3679728
1245	100.360558
1246	100.3516299
1247	100.3431026
1248	100.3348706
1249	100.3260617
1250	100.3182639
1251	100.3096218
1252	100.3009178
1253	100.2931066
1254	100.2848439
1255	100.2762729
1256	100.2673474
1257	100.2592711
1258	100.251382
1259	100.2427887
1260	100.2340061
1261	100.2258602
1262	100.2180835
1263	100.2100801
1264	100.2019551
1265	100.1926903
1266	100.184368
1267	100.1761196
1268	100.1677266
1269	100.1580794
1270	100.1493848
1271	100.1398743
1272	100.1319115
1273	100.1237802
1274	100.1159397
1275	100.1087614
1276	100.1003638
1277	100.0921783
1278	100.0835051
1279	100.0750952
1280	100.0662116
1281	100.0575641
1282	100.049479
1283	100.0410652
1284	100.0330742
1285	100.0251754
1286	100.0170314
1287	100.0089998
1288	100.0008261
1289	99.99343298
1290	99.98514111
1291	99.97762327
1292	99.969535
1293	99.96092881
1294	99.95286978
1295	99.9447175
1296	99.93721952
1297	99.92891351
1298	99.92179204
1299	99.91340913
1300	99.90614042
1301	99.89886566
1302	99.89093024
1303	99.88355748
1304	99.87590617
1305	99.86724003
1306	99.85949154
1307	99.85096793
1308	99.84239131
1309	99.83523059
1310	99.82757279
1311	99.81928821
1312	99.81148815
1313	99.80335926
1314	99.79595065
1315	99.78902864
1316	99.78166328
1317	99.77361543
1318	99.76629363
1319	99.75897723
1320	99.75113407
1321	99.74383838
1322	99.73579388
1323	99.72722675
1324	99.71921666
1325	99.71110912
1326	99.70372611
1327	99.69655146
1328	99.68942689
1329	99.68125563
1330	99.67321211
1331	99.66609636
1332	99.6572812
1333	99.65055133
1334	99.64322983
1335	99.63572872
1336	99.62788441
1337	99.61957135
1338	99.61207788
1339	99.60373742
1340	99.59617038
1341	99.5892245
1342	99.58130597
1343	99.57260517
1344	99.56522064
1345	99.55782647
1346	99.55008054
1347	99.54161214
1348	99.53421027
1349	99.52640684
1350	99.51835018
1351	99.51184641
1352	99.50446612
1353	99.4974444
1354	99.48976077
1355	99.48250744
1356	99.4744549
1357	99.46756953
1358	99.46006469
1359	99.45393336
1360	99.44618781
1361	99.43909143
1362	99.43149934
1363	99.42408764
1364	99.41605735
1365	99.40869192
1366	99.40160226
1367	99.39477102
1368	99.38748566
1369	99.38048258
1370	99.37386385
1371	99.36665377
1372	99.3593614
1373	99.35244479
1374	99.34558643
1375	99.33868753
1376	99.33164589
1377	99.32483108
1378	99.31738875
1379	99.3100278
1380	99.30239427
1381	99.293973
1382	99.28705017
1383	99.27925664
1384	99.27138278
1385	99.26465258
1386	99.25633493
1387	99.24886564
1388	99.24191363
1389	99.23394038
1390	99.22709468
1391	99.22018837
1392	99.21224544
1393	99.20504689
1394	99.19688945
1395	99.18967935
1396	99.18288193
1397	99.17595477
1398	99.16865123
1399	99.16220528
1400	99.15494325
1401	99.1479764
1402	99.14111052
1403	99.13443576
1404	99.12738543
1405	99.11962273
1406	99.11213299
1407	99.10534023
1408	99.0985231
1409	99.0911042
1410	99.08459252
1411	99.07775495
1412	99.07167438
1413	99.06515175
1414	99.05809311
1415	99.05158911
1416	99.04483853
1417	99.03879289
1418	99.03211877
1419	99.02717168
1420	99.0200015
1421	99.01251969
1422	99.00437333
1423	98.99739211
1424	98.99076565
1425	98.98417254
1426	98.97783531
1427	98.97021241
1428	98.96408192
1429	98.95707893
1430	98.95095112
1431	98.94362323
1432	98.93633821
1433	98.92991622
1434	98.92335521
1435	98.91630921
1436	98.91004437
1437	98.9035031
1438	98.89718614
1439	98.89076441
1440	98.88486356
1441	98.87747459
1442	98.87164203
1443	98.86476503
1444	98.85885071
1445	98.8516272
1446	98.84462652
1447	98.8373441
1448	98.83003214
1449	98.82243037
1450	98.8156534
1451	98.8084406
1452	98.80183237
1453	98.79462668
1454	98.78774251
1455	98.78163715
1456	98.77554896
1457	98.76859774
1458	98.76176977
1459	98.75523352
1460	98.74847058
1461	98.74159471
1462	98.73555961
1463	98.72867043
1464	98.72235547
1465	98.71699861
1466	98.71015501
1467	98.70425441
1468	98.69772481
1469	98.69124073
1470	98.68480191
1471	98.67799723
1472	98.67193608
1473	98.66498689
1474	98.65792156
1475	98.65214358
1476	98.64556433
1477	98.63978341
1478	98.63444719
1479	98.62763099
1480	98.62089822
1481	98.61484334
1482	98.60802045
1483	98.60110671
1484	98.59461873
1485	98.58851591
1486	98.5835381
1487	98.57779731
1488	98.57234015
1489	98.56612548
1490	98.559019
1491	98.5526999
1492	98.54640669
1493	98.54022054
1494	98.5348443
1495	98.52920194
1496	98.5223044
1497	98.51563359
1498	98.50948525
1499	98.50324966
1500	98.49632881
1501	98.48984405
1502	98.48379572
1503	98.47810768
1504	98.47151902
1505	98.46538015
1506	98.45907205
1507	98.45302699
1508	98.44688719
1509	98.44090663
1510	98.43384809
1511	98.4269466
1512	98.42199923
1513	98.41640119
1514	98.41038709
1515	98.40570424
1516	98.39991053
1517	98.39498642
1518	98.38841378
1519	98.3822355
1520	98.37537861
1521	98.36919312
1522	98.36308912
1523	98.35736871
1524	98.35069674
1525	98.34460801
1526	98.33937897
1527	98.33321169
1528	98.32689835
1529	98.32117464
1530	98.31432873
1531	98.30810861
1532	98.30179532
1533	98.2958168
1534	98.28960731
1535	98.28297813
1536	98.27737057
1537	98.27212201
1538	98.26610684
1539	98.26065631
1540	98.25548114
1541	98.24917702
1542	98.24358317
1543	98.23785085
1544	98.23146193
1545	98.22546864
1546	98.21952974
1547	98.21430621
1548	98.20710834
1549	98.20070919
1550	98.19515739
1551	98.18948236
1552	98.18421945
1553	98.17755725
1554	98.17103515
1555	98.16593299
1556	98.15992329
1557	98.15425873
1558	98.14965979
1559	98.14498731
1560	98.1392078
1561	98.13369691
1562	98.12786429
1563	98.12192754
1564	98.11634792
1565	98.11022904
1566	98.1036737
1567	98.09731601
1568	98.09135618
1569	98.08564183
1570	98.07969421
1571	98.07368383
1572	98.06806798
1573	98.06154179
1574	98.05558394
1575	98.05027422
1576	98.04418474
1577	98.03795005
1578	98.03293804
1579	98.02784015
1580	98.02128673
1581	98.01479437
1582	98.00918811
1583	98.00365574
1584	97.99760242
1585	97.9919778
1586	97.98775187
1587	97.98189613
1588	97.97672499
1589	97.97123154
1590	97.96491772
1591	97.96001853
1592	97.95452301
1593	97.94895085
1594	97.94392349
1595	97.93868231
1596	97.93284347
1597	97.92716138
1598	97.92201752
1599	97.91607057
1600	97.91152557
1601	97.90527979
1602	97.89957256
1603	97.89377033
1604	97.88802596
1605	97.88258784
1606	97.8764623
1607	97.87083371
1608	97.86579222
1609	97.86003172
1610	97.85382648
1611	97.84849734
1612	97.84149395
1613	97.83670408
1614	97.83142137
1615	97.82578254
1616	97.82001012
1617	97.8142065
1618	97.80887898
1619	97.80350677
1620	97.79704372
1621	97.79168671
1622	97.78622589
1623	97.78139036
1624	97.77514376
1625	97.769065
1626	97.76331655
1627	97.75790887
1628	97.75280601
1629	97.74763594
1630	97.7415844
1631	97.73550394
1632	97.72992535
1633	97.72495076
1634	97.71997712
1635	97.71471492
1636	97.70882398
1637	97.70322329
1638	97.69849588
1639	97.69331974
1640	97.68845022
1641	97.68355676
1642	97.67783531
1643	97.67338095
1644	97.6672223
1645	97.66214126
1646	97.65674157
1647	97.65168484
1648	97.64587944
1649	97.64086845
1650	97.63518828
1651	97.6299152
1652	97.62349953
1653	97.61832805
1654	97.61371716
1655	97.60816564
1656	97.60292815
1657	97.5963933
1658	97.59078179
1659	97.58528679
1660	97.579923
1661	97.57489518
1662	97.56997929
1663	97.56488392
1664	97.56032762
1665	97.55521013
1666	97.54968814
1667	97.54468698
1668	97.53846411
1669	97.53378007
1670	97.52729391
1671	97.52189081
1672	97.5164371
1673	97.51055886
1674	97.50519924
1675	97.4993501
1676	97.49426423
1677	97.48909658
1678	97.48432288
1679	97.47856256
