iter	RMSE
1680	97.47378853
1681	97.46794122
1682	97.46322811
1683	97.45783611
1684	97.4525166
1685	97.44708401
1686	97.44128529
1687	97.43595793
1688	97.42966133
1689	97.424966
1690	97.41965298
1691	97.4146427
1692	97.40936514
1693	97.4041678
1694	97.3988839
1695	97.39396944
1696	97.38937883
1697	97.38407826
1698	97.3785731
1699	97.37364427
1700	97.36943539
1701	97.36392449
1702	97.35888539
1703	97.35386478
1704	97.34896865
1705	97.34485778
1706	97.33880189
1707	97.33257561
1708	97.32861703
1709	97.32196738
1710	97.31668167
1711	97.31169252
1712	97.30716986
1713	97.30143078
1714	97.2961764
1715	97.29143609
1716	97.286222
1717	97.28175566
1718	97.27679256
1719	97.27207683
1720	97.26722368
1721	97.26173006
1722	97.25559916
1723	97.25056901
1724	97.24555053
1725	97.23966211
1726	97.23535266
1727	97.23041363
1728	97.22568234
1729	97.22061467
1730	97.21570251
1731	97.21093809
1732	97.20607308
1733	97.20171172
1734	97.19751714
1735	97.19339813
1736	97.18847048
1737	97.18417401
1738	97.17922728
1739	97.17471182
1740	97.17008891
1741	97.16503482
1742	97.16069739
1743	97.15623931
1744	97.15142431
1745	97.14628576
1746	97.14048353
1747	97.13593432
1748	97.13150385
1749	97.12687066
1750	97.12167218
1751	97.11642244
1752	97.11189598
1753	97.10715626
1754	97.10162753
1755	97.09523753
1756	97.09057814
1757	97.08615037
1758	97.08072418
1759	97.0757554
1760	97.0696346
1761	97.0655486
1762	97.06116632
1763	97.05641416
1764	97.05123948
1765	97.046246
1766	97.04123049
1767	97.03591865
1768	97.03134075
1769	97.02631252
1770	97.02074885
1771	97.01652818
1772	97.01125978
1773	97.00743328
1774	97.00164168
1775	96.99671774
1776	96.99144608
1777	96.98703309
1778	96.98242018
1779	96.97794576
1780	96.97264788
1781	96.96751351
1782	96.96292636
1783	96.95789921
1784	96.95328881
1785	96.94888702
1786	96.94386687
1787	96.93971192
1788	96.93512358
1789	96.93068518
1790	96.92590737
1791	96.9212868
1792	96.91665603
1793	96.91271249
1794	96.90813809
1795	96.90381642
1796	96.89881666
1797	96.89420378
1798	96.88981251
1799	96.88505504
1800	96.88022674
1801	96.87515105
1802	96.86995293
1803	96.86457425
1804	96.86001045
1805	96.85533318
1806	96.85019791
1807	96.84550386
1808	96.84062317
1809	96.83575988
1810	96.83156527
1811	96.82703732
1812	96.82286447
1813	96.81807529
1814	96.81362616
1815	96.80935731
1816	96.80476969
1817	96.79948363
1818	96.79565848
1819	96.79047461
1820	96.7864552
1821	96.78202609
1822	96.77693804
1823	96.77212646
1824	96.76817336
1825	96.76340135
1826	96.75898534
1827	96.75394028
1828	96.74873698
1829	96.74500442
1830	96.74111234
1831	96.73676507
1832	96.73170033
1833	96.72734485
1834	96.72183745
1835	96.71757997
1836	96.71290584
1837	96.70853092
1838	96.70389241
1839	96.69986793
1840	96.69553506
1841	96.69149289
1842	96.68683145
1843	96.68291357
1844	96.67841825
1845	96.67385712
1846	96.6694651
1847	96.66507783
1848	96.66120504
1849	96.65521237
1850	96.65055462
1851	96.64619045
1852	96.64153831
1853	96.63686398
1854	96.6321295
1855	96.62814108
1856	96.62387217
1857	96.61969801
1858	96.61576415
1859	96.61156673
1860	96.60661113
1861	96.60234588
1862	96.59719773
1863	96.59223963
1864	96.58733731
1865	96.58312484
1866	96.57824543
1867	96.57374634
1868	96.56881138
1869	96.56453884
1870	96.56051489
1871	96.55653277
1872	96.55323628
1873	96.5480208
1874	96.54315797
1875	96.53837458
1876	96.53362873
1877	96.5297923
1878	96.52481885
1879	96.5208498
1880	96.51682238
1881	96.51224491
1882	96.50812045
1883	96.5038542
1884	96.49986543
1885	96.49661597
1886	96.49290354
1887	96.48884865
1888	96.48463643
1889	96.48076181
1890	96.4764685
1891	96.47254801
1892	96.46792345
1893	96.46324933
1894	96.45780031
1895	96.45400633
1896	96.44993038
1897	96.44574545
1898	96.4410688
1899	96.43712298
1900	96.43308468
1901	96.42918171
1902	96.42420163
1903	96.41965533
1904	96.41442518
1905	96.41124776
1906	96.407385
1907	96.40377973
1908	96.39955227
1909	96.39534435
1910	96.3904185
1911	96.38634389
1912	96.38155457
1913	96.37600732
1914	96.37157699
1915	96.36769028
1916	96.36343744
1917	96.35913239
1918	96.35469574
1919	96.34983792
1920	96.34616268
1921	96.34165111
1922	96.33761201
1923	96.33351872
1924	96.32878049
1925	96.32494053
1926	96.32035603
1927	96.31610754
1928	96.31258408
1929	96.30778658
1930	96.3039354
1931	96.2997123
1932	96.29600598
1933	96.2924253
1934	96.28833176
1935	96.28400247
1936	96.28055149
1937	96.27659816
1938	96.27127664
1939	96.26681733
1940	96.26262633
1941	96.25906403
1942	96.25555153
1943	96.25118452
1944	96.24732189
1945	96.24333648
1946	96.23880197
1947	96.23389782
1948	96.22996366
1949	96.22612658
1950	96.22153149
1951	96.21775154
1952	96.21337365
1953	96.21016697
1954	96.20588114
1955	96.20179774
1956	96.1975435
1957	96.19409099
1958	96.18987612
1959	96.18593835
1960	96.18251264
1961	96.17833452
1962	96.17498466
1963	96.17026041
1964	96.16645814
1965	96.16196594
1966	96.15743951
1967	96.15316282
1968	96.14890003
1969	96.14467819
1970	96.14033881
1971	96.1362397
1972	96.13255572
1973	96.12913761
1974	96.12515004
1975	96.12172177
1976	96.11766388
1977	96.11368802
1978	96.10967694
1979	96.10422935
1980	96.10088491
1981	96.09710716
1982	96.09297413
1983	96.08902707
1984	96.08459748
1985	96.08117219
1986	96.07679911
1987	96.07275456
1988	96.06829774
1989	96.06375859
1990	96.05950867
1991	96.05602656
1992	96.05216103
1993	96.04845133
1994	96.04486476
1995	96.04133174
1996	96.0370391
1997	96.03174381
1998	96.02763176
1999	96.02398706
2000	96.02014044
2001	96.01583662
2002	96.01188638
2003	96.00784638
2004	96.00476221
2005	96.00061098
2006	95.99705269
2007	95.99327934
2008	95.98943772
2009	95.98620704
2010	95.98225606
2011	95.97766261
2012	95.97265175
2013	95.9680629
2014	95.96389262
2015	95.96022227
2016	95.95691477
2017	95.95300234
2018	95.94920593
2019	95.9451628
2020	95.93996725
2021	95.93581725
2022	95.93070603
2023	95.92678101
2024	95.92283579
2025	95.91887058
2026	95.91448695
2027	95.91031716
2028	95.90659232
2029	95.90300396
2030	95.89906445
2031	95.89524751
2032	95.89178761
2033	95.88782439
2034	95.88348779
2035	95.87892842
2036	95.87558612
2037	95.87189817
2038	95.86866898
2039	95.86344521
2040	95.860043
2041	95.8560303
2042	95.85217586
2043	95.84785534
2044	95.84450492
2045	95.84159086
2046	95.83718561
2047	95.83362844
2048	95.83029821
2049	95.82652871
2050	95.8226262
2051	95.81876908
2052	95.81434481
2053	95.80965339
2054	95.80600707
2055	95.80260318
2056	95.79972085
2057	95.79656783
2058	95.79259367
2059	95.78803979
2060	95.78385343
2061	95.78069889
2062	95.77681283
2063	95.77332643
2064	95.7685627
2065	95.7648887
2066	95.76093564
2067	95.75656423
2068	95.75361068
2069	95.75001488
2070	95.74613451
2071	95.7430983
2072	95.73951484
2073	95.73495854
2074	95.730929
2075	95.72631633
2076	95.72282892
2077	95.71945002
2078	95.71518409
2079	95.71169684
2080	95.70823259
2081	95.70460473
2082	95.70154355
2083	95.69876715
2084	95.69523758
2085	95.69166985
2086	95.68825221
2087	95.68357483
2088	95.67977528
2089	95.67550805
2090	95.67204068
2091	95.66896109
2092	95.66531488
2093	95.66189137
2094	95.65725581
2095	95.65347647
2096	95.65003545
2097	95.64697799
2098	95.64263978
2099	95.63788694
2100	95.63405477
2101	95.63038014
2102	95.6269173
2103	95.62288069
2104	95.61936954
2105	95.61611728
2106	95.61348674
2107	95.61000029
2108	95.60584866
2109	95.60277381
2110	95.59988634
2111	95.59573306
2112	95.59179056
2113	95.58674792
2114	95.58242841
2115	95.5792545
2116	95.57518458
2117	95.57176463
2118	95.56819087
2119	95.5646344
2120	95.56097172
2121	95.5569526
2122	95.55215588
2123	95.54900172
2124	95.54458451
2125	95.54042971
2126	95.53652267
2127	95.53279396
2128	95.52912534
2129	95.52606214
2130	95.52251799
2131	95.51851281
2132	95.51533649
2133	95.51173978
2134	95.50842112
2135	95.50539411
2136	95.50248902
2137	95.49854023
2138	95.4948497
2139	95.49169233
2140	95.48861253
2141	95.48443591
2142	95.48147267
2143	95.47758888
2144	95.47436797
2145	95.47067448
2146	95.46758235
2147	95.46363422
2148	95.46096061
2149	95.45706645
2150	95.45378245
2151	95.4510002
2152	95.44754599
2153	95.44351431
2154	95.4405063
2155	95.43680745
2156	95.43294433
2157	95.42882357
2158	95.42537881
2159	95.42131013
2160	95.4182006
2161	95.41507806
2162	95.41141931
2163	95.40806381
2164	95.40385727
2165	95.40067405
2166	95.39745509
2167	95.39376547
2168	95.39032772
2169	95.3866905
2170	95.38335849
2171	95.37868362
2172	95.3753046
2173	95.3720957
2174	95.36831493
2175	95.36446086
2176	95.3613284
2177	95.35806904
2178	95.35519692
2179	95.35136749
2180	95.34780025
2181	95.34485438
2182	95.34135772
2183	95.33839424
2184	95.33477212
2185	95.33083957
2186	95.32755891
2187	95.32362832
2188	95.32058908
2189	95.31607276
2190	95.31348275
2191	95.31012051
2192	95.30713557
2193	95.30379745
2194	95.29883145
2195	95.29472724
2196	95.29111716
2197	95.28790603
2198	95.28481784
2199	95.2803883
2200	95.27787911
2201	95.27403847
2202	95.26955737
2203	95.26673072
2204	95.26310898
2205	95.26045312
2206	95.25634575
2207	95.25328039
2208	95.24983547
2209	95.24649494
2210	95.24301094
2211	95.23948577
2212	95.23639689
2213	95.23279559
2214	95.22892352
2215	95.22639028
2216	95.2234268
2217	95.2202133
2218	95.2164374
2219	95.21309958
2220	95.20850648
2221	95.20588565
2222	95.20284351
2223	95.19933205
2224	95.1961591
2225	95.1912286
2226	95.18739582
2227	95.18383579
2228	95.18071282
2229	95.17731436
2230	95.17213868
2231	95.16886563
2232	95.16591666
2233	95.16308423
2234	95.15897434
2235	95.15647007
2236	95.1523978
2237	95.14844421
2238	95.14465745
2239	95.14002765
2240	95.13786049
2241	95.13345836
2242	95.12933381
2243	95.12631039
2244	95.12345578
2245	95.11943129
2246	95.11516477
2247	95.11264914
2248	95.10936145
2249	95.10592725
2250	95.10293038
2251	95.09871587
2252	95.09427305
2253	95.09006835
2254	95.08640807
2255	95.08330316
2256	95.08009925
2257	95.07741383
2258	95.0742615
2259	95.07022305
2260	95.06784947
2261	95.0634521
2262	95.05971701
2263	95.05689921
2264	95.05200809
2265	95.04876807
2266	95.04572552
2267	95.04273169
2268	95.03967744
2269	95.03724453
2270	95.03423089
2271	95.02996866
2272	95.02617534
2273	95.02266676
2274	95.019139
2275	95.01555585
2276	95.01241501
2277	95.00961209
2278	95.00651517
2279	95.00342308
2280	95.00006831
2281	94.99726721
2282	94.99432109
2283	94.99069343
2284	94.98752373
2285	94.98453587
2286	94.98175817
2287	94.97869783
2288	94.97581358
2289	94.97284638
2290	94.96958524
2291	94.96558257
2292	94.96280024
2293	94.96019489
2294	94.95732013
2295	94.95363064
2296	94.95037953
2297	94.94629838
2298	94.94294085
2299	94.94019801
2300	94.93807342
2301	94.93514133
2302	94.93215822
2303	94.9281684
2304	94.92535328
2305	94.92214743
2306	94.91960176
2307	94.91538468
2308	94.91277731
2309	94.90889449
2310	94.90583344
2311	94.90346775
2312	94.90066274
2313	94.89767633
2314	94.89455338
2315	94.8920315
2316	94.88909264
2317	94.88641601
2318	94.88314696
2319	94.87968916
2320	94.87643484
2321	94.87365941
2322	94.87081931
2323	94.86790652
2324	94.86503679
2325	94.86235582
2326	94.85933329
2327	94.85708931
2328	94.85461741
2329	94.85136006
2330	94.84830494
2331	94.84533797
2332	94.84139223
2333	94.83774505
2334	94.83430539
2335	94.83077631
2336	94.82726351
2337	94.82468522
2338	94.82227426
2339	94.81895919
2340	94.81582447
2341	94.81294398
2342	94.80943953
2343	94.80642882
2344	94.80304108
2345	94.80036982
2346	94.79754978
2347	94.79439344
2348	94.79057995
2349	94.78738324
2350	94.78312764
2351	94.78042786
2352	94.77733289
2353	94.7737353
2354	94.77060704
2355	94.76656076
2356	94.76306774
2357	94.75986216
2358	94.75672454
2359	94.75239879
2360	94.74959577
2361	94.74661279
2362	94.74400839
2363	94.74156643
2364	94.7386591
2365	94.73569759
2366	94.73318983
2367	94.72973986
2368	94.7270872
2369	94.72299922
2370	94.71990174
2371	94.71681847
2372	94.71324336
2373	94.71037396
2374	94.70714322
2375	94.70471493
2376	94.70188917
2377	94.69880248
2378	94.69610394
2379	94.69274215
2380	94.68978344
2381	94.68613196
2382	94.68351346
2383	94.67988943
2384	94.67617068
2385	94.67336661
2386	94.67129069
2387	94.66723099
2388	94.6642607
2389	94.66111446
2390	94.65744017
2391	94.65383398
2392	94.65183463
2393	94.64958902
2394	94.64666811
2395	94.64439935
2396	94.64148417
2397	94.63858287
2398	94.63514929
2399	94.63186471
2400	94.62973602
2401	94.62597871
2402	94.62340381
2403	94.62052024
2404	94.61818297
2405	94.61511431
2406	94.61052748
2407	94.60669672
2408	94.60349431
2409	94.60019937
2410	94.59720033
2411	94.59213782
2412	94.58909348
2413	94.58483713
2414	94.58229198
2415	94.57815761
2416	94.57584781
2417	94.57399095
2418	94.57164652
2419	94.56794577
2420	94.5652635
2421	94.56206478
2422	94.5591172
2423	94.55655826
2424	94.55301793
2425	94.5501231
2426	94.54620645
2427	94.54306881
2428	94.54054205
2429	94.53829284
2430	94.53451835
2431	94.53138226
2432	94.52750871
2433	94.52514624
2434	94.52275437
2435	94.51990434
2436	94.51562645
2437	94.51203671
2438	94.5092237
2439	94.50712953
2440	94.50393173
2441	94.50128091
2442	94.49858569
2443	94.49631738
2444	94.49273742
2445	94.49002136
2446	94.48767533
2447	94.48528767
2448	94.48209139
2449	94.47898833
2450	94.47494566
2451	94.47238694
2452	94.46922775
2453	94.46679803
2454	94.46487505
2455	94.46179161
2456	94.4589055
2457	94.45506224
2458	94.45156996
2459	94.4480541
2460	94.44561635
2461	94.44201886
2462	94.43859911
2463	94.43646977
2464	94.43395846
2465	94.43027675
2466	94.42767003
2467	94.42437117
2468	94.42186363
2469	94.41865267
2470	94.4146141
2471	94.41168347
2472	94.4094602
2473	94.40687222
2474	94.40404272
2475	94.3999889
2476	94.3961977
2477	94.39344223
2478	94.39121905
2479	94.38838016
2480	94.3853568
2481	94.38294235
2482	94.3803246
2483	94.37596234
2484	94.37353529
2485	94.37084324
2486	94.36840372
2487	94.36561973
2488	94.36135107
2489	94.3581265
2490	94.35494761
2491	94.35180462
2492	94.34956717
2493	94.34730223
2494	94.34451925
2495	94.34082289
2496	94.33832397
2497	94.33484326
2498	94.33131696
2499	94.32931968
2500	94.32674986
2501	94.32436457
2502	94.3219681
2503	94.31923544
2504	94.31542677
2505	94.3130605
2506	94.31008917
2507	94.30767683
2508	94.30493931
2509	94.30171646
2510	94.29904136
2511	94.29614531
2512	94.29365019
2513	94.29149059
2514	94.28872525
2515	94.28642681
2516	94.28354822
2517	94.27986246
2518	94.27733435
2519	94.27422855
2520	94.27086494
2521	94.26847652
2522	94.26627981
2523	94.26358873
2524	94.2605373
2525	94.25570283
2526	94.25300898
2527	94.25042925
2528	94.24751747
2529	94.24467118
2530	94.24242569
2531	94.24030661
2532	94.23800221
2533	94.23489208
2534	94.2314998
2535	94.2297682
2536	94.22825255
2537	94.2258519
2538	94.22282154
2539	94.21995032
2540	94.21619397
2541	94.21327615
2542	94.20987342
2543	94.20730627
2544	94.20370435
2545	94.20196976
2546	94.20029934
2547	94.19798975
2548	94.19511904
2549	94.19281681
2550	94.19122512
2551	94.18894971
2552	94.18620891
2553	94.18382759
2554	94.18139414
2555	94.17788099
2556	94.17424078
2557	94.17127404
2558	94.1692072
2559	94.16670972
2560	94.1643431
2561	94.16209024
2562	94.15962314
2563	94.15581063
2564	94.15274753
2565	94.1502778
2566	94.14727884
2567	94.14321604
2568	94.14082749
2569	94.13789886
2570	94.13605248
2571	94.13375035
2572	94.13148549
2573	94.12876607
2574	94.12498538
2575	94.12088328
2576	94.11858726
2577	94.11608074
2578	94.11366253
2579	94.11109621
2580	94.10827784
2581	94.10619153
2582	94.10326503
2583	94.10125361
2584	94.09837698
2585	94.09651487
2586	94.09321539
2587	94.09023692
2588	94.08794588
2589	94.08538067
2590	94.08236173
2591	94.08013592
2592	94.07680211
2593	94.07453713
2594	94.07147286
2595	94.06874019
2596	94.06720055
2597	94.06471899
2598	94.06231083
2599	94.05950463
2600	94.05751844
2601	94.05507529
2602	94.05245303
2603	94.04916408
2604	94.0467641
2605	94.0435713
2606	94.04122312
2607	94.0378134
2608	94.0355717
2609	94.03224669
2610	94.03002806
2611	94.02766634
2612	94.02414395
2613	94.02174502
2614	94.01885311
2615	94.01547938
2616	94.01320229
2617	94.00986344
2618	94.00729699
2619	94.00342671
2620	94.00134846
2621	93.99974598
2622	93.99635309
2623	93.99414573
2624	93.99181016
2625	93.9882227
2626	93.98587764
2627	93.98399327
2628	93.98154041
2629	93.97920982
2630	93.97667835
2631	93.97497518
2632	93.971701
2633	93.96966321
2634	93.96589712
2635	93.96299719
2636	93.95942576
2637	93.95730246
2638	93.95532955
2639	93.95325513
2640	93.95030058
2641	93.9479091
2642	93.94476771
2643	93.94157501
2644	93.93765286
2645	93.93516239
2646	93.93259304
2647	93.92923165
2648	93.92598302
2649	93.92296509
2650	93.9204043
2651	93.91781519
2652	93.91439237
2653	93.9122918
2654	93.90967195
2655	93.9067136
2656	93.9039898
2657	93.90189211
2658	93.90006233
2659	93.89788682
2660	93.89447363
2661	93.89105247
2662	93.88880033
2663	93.88643763
2664	93.88355975
2665	93.8798385
2666	93.87762615
2667	93.87483249
2668	93.87206844
2669	93.86941236
2670	93.86625281
2671	93.86299149
2672	93.86082972
2673	93.85902454
2674	93.85640269
2675	93.85386152
2676	93.85058743
2677	93.84858419
2678	93.8454972
2679	93.84355451
2680	93.83960187
2681	93.83715602
2682	93.83491058
2683	93.83305394
2684	93.83090724
2685	93.82823749
2686	93.8254779
2687	93.82318972
2688	93.81990209
2689	93.81768591
2690	93.8146515
2691	93.81206453
2692	93.80955243
2693	93.80743921
2694	93.80530779
2695	93.80091641
2696	93.79897192
2697	93.79634035
2698	93.79411307
2699	93.79163016
2700	93.78856399
2701	93.78626402
2702	93.785045
2703	93.78263344
2704	93.78055891
2705	93.77854957
2706	93.77630886
2707	93.77408406
2708	93.77113616
2709	93.76817729
2710	93.76604228
2711	93.76366682
2712	93.76093811
2713	93.7588329
2714	93.75653352
2715	93.75397996
2716	93.75106339
2717	93.7484523
2718	93.74579052
2719	93.74358874
2720	93.7411444
2721	93.73911611
2722	93.7354862
2723	93.73181887
2724	93.72990917
2725	93.72731815
2726	93.7242738
2727	93.72193634
2728	93.71977276
2729	93.71685686
2730	93.71381955
2731	93.71010666
2732	93.70829726
2733	93.70648338
2734	93.70283849
2735	93.70091838
2736	93.69954504
2737	93.69741849
2738	93.69418289
2739	93.69181688
2740	93.68884884
2741	93.68482311
2742	93.68184564
2743	93.67874064
2744	93.67557478
2745	93.67334052
2746	93.67120218
2747	93.66914911
2748	93.66647755
2749	93.66340774
2750	93.66104497
2751	93.65843704
2752	93.65586091
2753	93.65346125
2754	93.65111225
2755	93.64725406
2756	93.64527895
2757	93.64334176
2758	93.64054685
2759	93.63760666
2760	93.63571487
2761	93.63303822
2762	93.6311501
2763	93.62903562
2764	93.62685251
2765	93.62439352
2766	93.62126035
2767	93.61940569
2768	93.6173172
2769	93.61537696
2770	93.6131926
2771	93.60992612
2772	93.60729616
2773	93.60530751
2774	93.60298659
2775	93.60042213
2776	93.59790203
2777	93.59454434
2778	93.59241058
2779	93.5903439
2780	93.58749432
2781	93.5855645
2782	93.58407235
2783	93.58200409
2784	93.58009244
2785	93.57746838
2786	93.57561252
2787	93.57358026
2788	93.5696289
2789	93.56777539
2790	93.56607813
2791	93.56399242
2792	93.56188685
2793	93.55973555
2794	93.55755568
2795	93.55564395
2796	93.55155475
2797	93.54936546
2798	93.54724658
2799	93.54383031
2800	93.54113117
2801	93.53923808
2802	93.53771156
2803	93.53593615
2804	93.53394625
2805	93.53127945
2806	93.52912266
2807	93.52768437
2808	93.525597
2809	93.5231871
2810	93.52081961
2811	93.51794382
2812	93.51606171
2813	93.5131947
2814	93.51078348
2815	93.50858014
2816	93.5066112
2817	93.50507214
2818	93.50326439
2819	93.50021006
2820	93.49765111
2821	93.49596511
2822	93.49336645
2823	93.49023598
2824	93.48696338
2825	93.48417693
2826	93.48299854
2827	93.48104862
2828	93.47870897
2829	93.47672953
2830	93.47404699
2831	93.47270195
2832	93.46976671
2833	93.46799045
2834	93.46599294
2835	93.46312504
2836	93.4613526
2837	93.45756241
2838	93.45546383
2839	93.45225958
2840	93.45069876
2841	93.4478431
2842	93.44604394
2843	93.44423713
2844	93.44256742
2845	93.43993067
2846	93.43713383
2847	93.43505238
2848	93.43272008
2849	93.43075533
2850	93.42799718
2851	93.42585139
2852	93.42342002
2853	93.42098079
2854	93.41855242
2855	93.4164646
2856	93.41389994
2857	93.41231183
2858	93.4108824
2859	93.40885453
2860	93.40659783
2861	93.40415898
2862	93.4015745
2863	93.39961096
2864	93.39760859
2865	93.39594555
2866	93.3943087
2867	93.39144557
2868	93.3896501
2869	93.3867589
2870	93.38481715
2871	93.38302501
2872	93.38021579
2873	93.37713014
2874	93.37468636
2875	93.37229727
2876	93.37040041
2877	93.36833979
2878	93.36624281
2879	93.36466069
2880	93.36229266
2881	93.35963621
2882	93.35830477
2883	93.35660965
2884	93.35396574
2885	93.35227788
2886	93.35058073
2887	93.34780352
2888	93.34538622
2889	93.34329454
2890	93.34019706
2891	93.3384068
2892	93.33668807
2893	93.33518961
2894	93.33361556
2895	93.33069514
2896	93.32861635
2897	93.32683993
2898	93.32520942
2899	93.32249383
2900	93.32077431
2901	93.31890014
2902	93.31687606
2903	93.3145505
2904	93.31166075
2905	93.30952358
2906	93.30727771
2907	93.30577972
2908	93.30315439
2909	93.30137948
2910	93.29955023
2911	93.29701678
2912	93.29483239
2913	93.29172657
2914	93.29002736
2915	93.28799067
2916	93.28469746
2917	93.28200097
2918	93.28024812
2919	93.27901377
2920	93.27734559
2921	93.27548457
2922	93.27397427
2923	93.2727353
2924	93.26993719
2925	93.26824924
2926	93.26492203
2927	93.26272776
2928	93.25969217
2929	93.25804198
2930	93.25587301
2931	93.25331855
2932	93.25188351
2933	93.24979667
2934	93.24776649
2935	93.24604149
2936	93.24337899
2937	93.24082394
2938	93.23811876
2939	93.23617781
2940	93.23400937
2941	93.23221836
2942	93.22915285
2943	93.2273846
2944	93.22615835
2945	93.22439847
2946	93.2224998
2947	93.21981537
2948	93.2183431
2949	93.21633603
2950	93.21376835
2951	93.21214295
2952	93.20979906
2953	93.20769391
2954	93.20561157
2955	93.2023797
2956	93.20048744
2957	93.19756189
2958	93.19498833
2959	93.19286613
2960	93.19011135
2961	93.18698851
2962	93.18539862
2963	93.18334376
2964	93.18075232
2965	93.17914847
2966	93.17699104
2967	93.17508492
2968	93.17291934
2969	93.17056395
2970	93.16809365
2971	93.1661309
2972	93.16390549
2973	93.16240864
2974	93.16027055
2975	93.15831631
2976	93.15668026
2977	93.15427
2978	93.15275738
2979	93.14964007
2980	93.1470531
2981	93.14380035
2982	93.1415307
2983	93.13974463
2984	93.13782834
2985	93.13560582
2986	93.13359085
2987	93.13179051
2988	93.1291293
2989	93.12720821
2990	93.12532019
2991	93.12256332
2992	93.12084895
2993	93.11893934
2994	93.11615499
2995	93.11444253
2996	93.11233518
2997	93.10985053
2998	93.10660149
2999	93.10388405
3000	93.10171282
3001	93.09914884
3002	93.09780067
3003	93.09583827
3004	93.0936387
3005	93.09153162
3006	93.08917966
3007	93.08706081
3008	93.08483022
3009	93.08199832
3010	93.07992976
3011	93.07826455
3012	93.07632971
3013	93.07392306
3014	93.07197848
3015	93.07026982
3016	93.06799049
3017	93.06626187
3018	93.06331709
3019	93.06158276
3020	93.05994744
3021	93.0583395
3022	93.05656191
3023	93.05458422
3024	93.0526641
3025	93.05059065
3026	93.04934972
3027	93.04783765
3028	93.04594382
3029	93.04372413
3030	93.04103731
3031	93.03829227
3032	93.03563665
3033	93.03330043
3034	93.03068248
3035	93.02882262
3036	93.02680996
3037	93.02426471
3038	93.02305444
3039	93.02144132
3040	93.01834193
3041	93.01703464
3042	93.01512209
3043	93.01379165
3044	93.01261802
3045	93.00977285
3046	93.00677943
3047	93.00509097
3048	93.00324955
3049	93.00154326
3050	92.9995887
3051	92.99791698
3052	92.9951355
3053	92.99266641
3054	92.99130407
3055	92.98876079
3056	92.98646617
3057	92.98375823
3058	92.98252279
3059	92.98096555
3060	92.97929534
3061	92.97631698
3062	92.97394518
3063	92.97040593
3064	92.96805582
3065	92.96643074
3066	92.96527895
3067	92.96303588
3068	92.96160027
3069	92.9599437
3070	92.95826089
3071	92.95601656
3072	92.95409871
3073	92.9514993
3074	92.94845336
3075	92.94612986
3076	92.94464405
3077	92.94264408
3078	92.94026964
3079	92.93841414
3080	92.93592618
3081	92.9336827
3082	92.93138105
3083	92.92953263
3084	92.92758071
3085	92.92507359
3086	92.92350707
3087	92.92132757
3088	92.92007085
3089	92.91874939
3090	92.91605679
3091	92.91445824
3092	92.91302132
3093	92.91166334
3094	92.90974577
3095	92.90797662
3096	92.90646052
3097	92.90354703
3098	92.90186624
3099	92.89954381
3100	92.89760078
3101	92.89457289
3102	92.89258756
3103	92.89092661
3104	92.88940481
3105	92.88742009
3106	92.88575729
3107	92.88337782
3108	92.88168285
3109	92.88001373
3110	92.87839132
3111	92.87699986
3112	92.87521219
3113	92.87373513
3114	92.87215129
3115	92.87056331
3116	92.86843499
3117	92.86571702
3118	92.86417581
3119	92.86161842
3120	92.85981506
3121	92.85783546
3122	92.85628204
3123	92.85480454
3124	92.85173343
3125	92.84928265
3126	92.84765385
3127	92.84534583
3128	92.84352895
3129	92.84187081
3130	92.84024836
3131	92.83885192
3132	92.83749181
3133	92.83567755
3134	92.8335665
3135	92.83171245
3136	92.82945994
3137	92.8274467
3138	92.82568134
3139	92.82355907
3140	92.82154462
3141	92.82017503
3142	92.81878182
3143	92.81742549
3144	92.81578012
3145	92.81305727
3146	92.81036149
3147	92.80859868
3148	92.80685575
3149	92.80484281
3150	92.80254811
3151	92.80065411
3152	92.79903725
3153	92.79762365
3154	92.79567893
3155	92.79351181
3156	92.79184836
3157	92.78988712
3158	92.78810173
3159	92.78660302
3160	92.78522834
3161	92.78330652
3162	92.78155369
3163	92.77877614
3164	92.7758798
3165	92.77417352
3166	92.7726781
3167	92.77122488
3168	92.76915438
3169	92.76779595
3170	92.76669935
3171	92.76475706
3172	92.76229164
3173	92.75965681
3174	92.75766276
3175	92.75631509
3176	92.7547714
3177	92.75292566
3178	92.75076503
3179	92.74919551
3180	92.74811514
3181	92.74639159
3182	92.74501594
3183	92.74254169
3184	92.74114868
3185	92.73971565
3186	92.73748773
3187	92.73587513
3188	92.73447872
3189	92.73213342
3190	92.73031884
3191	92.72895548
3192	92.72696566
3193	92.72539371
3194	92.72418189
3195	92.72222856
3196	92.72072504
3197	92.71891098
3198	92.71623814
3199	92.71469078
3200	92.71283641
3201	92.71162837
3202	92.71070338
3203	92.70777456
3204	92.7059177
3205	92.70415508
3206	92.70102991
3207	92.69969772
3208	92.69784174
3209	92.69581661
3210	92.69459909
3211	92.69313521
3212	92.69046032
3213	92.68913833
3214	92.68743094
3215	92.68563523
3216	92.68440881
3217	92.68201568
3218	92.67958208
3219	92.67802973
3220	92.67554953
3221	92.6743156
3222	92.67201511
3223	92.67064848
3224	92.66923718
3225	92.66756659
3226	92.66567538
3227	92.66426035
3228	92.66240341
3229	92.6606083
3230	92.65866177
3231	92.65669077
3232	92.6554687
3233	92.65409326
3234	92.6522251
